old_file,abstract
1801_10567_abstractPCA.tex," Sparse principal component analysis (sPCA) has become one of the most widely used techniques for dimensionality reduction in high-dimen \-sio \-nal datasets. The main challenge underlying sPCA is to estimate the first vector of loadings of the population covariance matrix, provided that only a certain number of loadings are non-zero. In this paper, we propose confidence intervals for individual loadings and for the largest eigenvalue of the population covariance matrix. %study asymptotically normal estimation of eigenstructure of covariance matrices in high-dimensional regimes. Our results have direct implications to important statistical problems such as principal component analysis and testing for the covariance structure of high-dimensional data. Given an independent sample $\Xobsi\in\mathbb R^p,i=1,\dots,n$ , generated from an unknown distribution with an unknown covariance matrix $\Sigma_0$ , % with zero-mean rows % we denote the Gram matrix by $\hat\Sigma := X^T X/n$ and the population covariance matrix by $\Sigma_0:=\mathbb E \hat\Sigma.$  %Estimation of the principal components in high-dimensional settings is plagued by non-convexity. we study estimation of the first vector of {loadings}  %the covariance matrix $\Sigma_0:=\mathbb E X^TX /n$ in a setting where $p\gg n$ . %Namely we concentrate on estimation of the first vector of loadings . % We aim to provide estimators for the first loadings vector % %intro.spca %arg\beta\in\mathbb R^p 1{4}\|\Sigma_0- \beta\beta^T\|_F^2, % %where $\|\cdot\|_F$ is the Frobenius norm of a matrix. %The first vector of loadings determines the best rank-one approximation to $\Sigma_0.$ % $\beta_0$ is the eigenvector of $\Sigma_0$ corresponding to its maximum eigenvalue $\max$ , scaled to $\max.$  Next to the high-dimensio \-nality, another challenge lies in the inherent non-convexity of the problem. We base our methodology on a Lasso-penalized M-estimator which, despite non-convexity, may be solved by a polynomial-time algorithm such as coordinate or gradient descent. We show that our estimator achieves the minimax optimal rates in $\ell_1$ and $\ell_2$ -norm. % %spca.overview %argmin_{1{4}\|\hat\Sigma-\beta\beta^T\|_F^2 + \lambda\|\beta\|_1, % %where the set $\mathcal B$ is a local set obtained from an initial rough estimator and $\|\cdot\|_1$ is the $\ell_1$ -norm. %Localization is used to guarantee convexity of the population risk function. The empirical risk function might still be non-convex, but %To overcome non-convexity, we provide oracle inequalities for any stationary point $\hat\beta$ of the program spca.overview . %The estimator is not asymptotically normal due to bias, but We identify the bias in the Lasso-based estimator and propose a de-biased sparse PCA estimator for the vector of loadings and for the largest eigenvalue of the covariance matrix $\Sigma_0$ . Our main results provide theoretical guarantees for asymptotic normality of the de-biased estimator. %construction of confidence intervals; The major conditions we impose are sparsity in the first eigenvector of small order $n/\log p$ and sparsity of the same order in the columns of the inverse Hessian matrix of the population risk. \vskip 0.2cm \noindent % %62J07 (62F12). %, 62F30, (62H12, 90C25) %  \noindent 	covariance matrix, eigenvectors, eigenvalues, PCA, high-dimensional model, sparsity, Lasso,  asymptotic normality, confidence intervals. 	 	 "
1801_04484.tex," We investigate a conjecture about stabilisation of deficiency in finite index subgroups and relate it to the D2 Problem of C.T.C. Wall and the Relation Gap problem. We verify the pro- $p$ version of the conjecture, as well as its higher dimensional abstract analogues. "
1801_03374.tex," In this paper, we introduce a new notion of biprojectivity, called $WAP$ -biprojective for $F(A)$ , the enveloping dual Banach algebra associated to a Banach algebra $A$ . We study the relation between this new notion to Connes biprojectivity and Connes amenability and we conclude that, for a given dual Banach algebra $A$ , if $F(A)$ is Connes amenable, then $A$ is Connes amenable.  We prove that for a locally compact group $G,$  $F(L^1(G))$ is $WAP$ -biprojective if and only if $G$ is amenable. Also for an infinite commutative compact group $G$ , we show that the convolution Banach algebra $F(L^2(G))$ is not $WAP$ -biprojective. Finally, we provide some examples of the enveloping dual Banach algebras associated to the certain Banach algebras and we study its $WAP$ -biprojectivity and Connes amenability. "
1801_05881_sample-sigconf.tex," Due to instant availability of data on social media platforms like Twitter, and advances in machine learning and data management technology, real-time crisis informatics has emerged as a prolific research area in the last decade. Although several benchmarks are now available, especially on portals like CrisisLex, an important, practical problem that has not been addressed thus far is the rapid acquisition and benchmarking of data from free, publicly available streams like the Twitter API. In this paper, we present ongoing work on a pipeline for facilitating immediate post-crisis data collection, curation and relevance filtering from the Twitter API. The pipeline is minimally supervised , alleviating the need for feature engineering by including a judicious mix of data preprocessing and fast text embeddings, along with an active learning framework. We illustrate the utility of the pipeline by describing a recent case study wherein it was used to collect and analyze millions of tweets in the immediate aftermath of the Las Vegas shootings.  "
1801_08166_ms4.tex," We present Korea Microlensing Telescope Network (KMTNet) light curves for microlensing-event candidates in the {\it Kepler} K2 C9 field having peaks within 3 effective timescales of the {\it Kepler} observations. These include 181 ``clear microlensing'' and 84 ``possible microlensing'' events found by the KMTNet event finder, plus 56 other events found by OGLE and/or MOA that were not found by KMTNet. All data for the first two classes are immediately available for public use without restriction. "
1801_06410.tex," We study a cohomology theory $H^{\ph$ , called the $\mathcal L_B$ -cohomology, on compact torsion-free $\G$ -manifolds. We show that $H^k_{\DR$ for $k \neq 3, 4$ , but that $H^k_{\ph}$ is infinite-dimensional for $k = 3,4$ . Nevertheless there is a canonical injection $H^k_{\ph$ . The $\mathcal L_B$ -cohomology also satisfies a Poincar \'e duality induced by the Hodge star. The establishment of these results requires a delicate analysis of the interplay between the exterior derivative $\dd$ and the derivation $\mathcal L_B$ , and uses both Hodge theory and the special properties of $\G$ -structures in an essential way. As an application of our results, we prove that compact torsion-free $\G$ -manifolds are `almost formal' in the sense that most of the Massey triple products necessarily must vanish. "
1801_03615_draft.tex," Neural machine translation (NMT) suffers a performance deficiency when a limited vocabulary fails to cover the source or target side adequately, which happens frequently when dealing with morphologically rich languages. To address this problem, previous work focused on adjusting translation granularity or expanding the vocabulary size. However, morphological information is relatively under-considered in NMT architectures, which may further improve translation quality. We propose a novel method, which can not only reduce data sparsity but also model morphology through a simple but effective mechanism. By predicting the stem and suffix separately during decoding, our system achieves an improvement of up to 1.98 BLEU compared with previous work on English to Russian translation. Our method is orthogonal to different NMT architectures and stably gains improvements on various domains. "
1801_06469_main_text.tex," 	We present an inductively coupled-plasma reactive-ion etching process that simultaneously provides both a high etch rate and unprecedented selectivity for gallium phosphide (GaP) in the presence of aluminum gallium phosphide (Al $_x$ Ga $_{1-x}$ P). Utilizing mixtures of silicon tetrachloride (SiCl $_4$ ) and sulfur hexafluoride (SF $_6$ ), selectivities exceeding 2700:1 are achieved at GaP etch rates above 3000 nm/min. A design of experiments has been employed to investigate the influence of the inductively coupled-plasma power, the chamber pressure, the DC bias and the ratio of SiCl $_4$ to SF $_6$ . The process enables the use of thin Al $_x$ Ga $_{1-x}$ P stop layers even at aluminum contents of a few percent. "
1801_04669_ft-hotelling-game-full.tex," The $n$ -player Hotelling game calls for each player to choose a point on the line segment, so as to maximize the size of his Voronoi cell. This paper studies fault-tolerant versions of the Hotelling game. Two fault models are \commful studied. The first \commfulend \commabs studied: line faults and player faults. The first model \commabsend assumes that the environment is prone to failure: with some probability, a disconnection occurs at a random point on the line, splitting it into two separate segments and modifying each player's Voronoi cell accordingly. A complete characterization of the Nash equilibria of this variant is provided for every $n$ . Additionally, a one to one correspondence is shown between equilibria of this variant and of the Hotelling game with no faults. The second fault model assumes the players are prone to failure: each player is removed from the game with i.i.d. probability, changing the payoffs of the remaining players accordingly. It is shown that for $n \geq 3$ this variant of the game has no Nash equilibria. %DP: This should be said in the intro, not the abstract. %Fault-tolerant problems constitute a fertile area of research in Computer Science. This paper is the first to consider the well known Hotelling game through the lens of fault tolerance.  \commful Hotelling game, fault-tolerant games, competitive location problems.  \commfulend"
1801_00716_main-TR-final.tex,"  Given a hypergraph $H = (V,E)$ , what is the smallest subset $X  \subseteq V$ such that $e \cap X \neq \emptyset$ holds for all $e \in E$ ?  This problem, known as the hitting set problem, is a  basic problem in parameterized complexity theory. There are well-known  kernelization algorithms for it, which get a hypergraph~ $H$ and a  number~ $k$ as input and output a hypergraph~ $H'$ such that (1)  $H$ has a hitting set of size~ $k$ if, and only if, $H'$ has such a  hitting set and (2) the size of $H'$ depends only on $k$  and on the maximum cardinality $d$ of edges in~ $H$ . The  algorithms run in polynomial time, but are highly  sequential. Recently, it has been shown that one of them can be parallelized  to a certain degree: one can compute hitting set kernels in parallel  time $O(d)$ -- but it was conjectured that this is  the best parallel algorithm possible. We  refute this conjecture and show how hitting set kernels can be  computed in constant parallel time. For our proof, we  introduce a new, generalized notion of hypergraph sunflowers and  show how iterated applications of the color coding technique can  sometimes be collapsed into a single application. "
1801_05433_ComBinE.tex,"  The first gravitational wave detections of mergers between black holes and neutron stars represent a remarkable new regime of high-energy transient astrophysics. The signals observed with LIGO-Virgo detectors come from mergers of extreme physical objects which are the end products of stellar evolution within close binary systems. To better understand their origin and merger rates, we have performed binary population syntheses at different metallicities using the new stellar grid based populations synthesis code 3.0{-1}$ for Milky-Way equivalent galaxies. Our absolute upper limit to the merger-rate density of double neutron star systems is $R\simeq\unit{400{-1\rm pc^{-3}}$} in the local Universe ( $z=0$ ). "
1801_09519_The_Lazy_bootstrap.tex,"\abstract{The latent class model is a powerful unsupervised clustering algorithm for categorical data. Many statistics exist to test the fit of the latent class model. However, traditional methods to evaluate those fit statistics are not always useful. Asymptotic distributions are not always known, and empirical reference distributions can be very time consuming to obtain. In this paper we propose a fast resampling scheme with which any type of model fit can be assessed. We illustrate it here on the latent class model, but the methodology can be applied in any situation. 	 	The principle behind the lazy bootstrap method is to specify a statistic which captures the characteristics of the data that a model should capture correctly. If those characteristics in the observed data and in model-generated data are very different we can assume that the model could not have produced the observed data. With this method we achieve the flexibility of tests from the Bayesian framework, while only needing maximum likelihood estimates. We provide a step-wise algorithm with which the fit of a model can be assessed based on the characteristics we as researcher find important. In a Monte Carlo study we show that the method has very low type I errors, for all illustrated statistics. Power to reject a model depended largely on the type of statistic that was used and on sample size. We applied the method to an empirical data set on clinical subgroups with risk of Myocardial infarction and compared the results directly to the parametric bootstrap. The results of our method were highly similar to those obtained by the parametric bootstrap, while the required computations differed three orders of magnitude in favour of our method.}"
1801_05517_Takeuchi_QG4.tex," Domain size distribution in phase separating binary Bose--Einstein condensates is studied theoretically by numerically solving the Gross--Pitaevskii equations at zero temperature. We show that the size distribution in the domain patterns arising from the dynamic instability obeys a power law in a scaling regime according to the dynamic scaling analysis based on the percolation theory. The scaling behavior is kept during the relaxation development until the characteristic domain size becomes comparable to the linear size of the system, consistent with the dynamic scaling hypothesis of the phase-ordering kinetics. Our numerical experiments indicate the existence of a different scaling regime in the size distribution function, which can be caused by the so-called coreless vortices.  Bose--Einstein condensates, phase separation, percolation "
1801_07572_Clark_Probing_the_limits_DPC-STEM.tex," The rigid-intensity-shift model of differential phase contrast scanning transmission electron microscopy (DPC-STEM) imaging assumes that %One simple model of differential phase contrast scanning transmission electron microscopy (DPC-STEM) imaging posits that the phase gradient imposed on the probe by the sample causes the diffraction pattern intensity to shift rigidly by an amount proportional to that phase gradient. This % idealisation behaviour is seldom realised exactly in practice. Through a combination of experimental results, analytical modelling and numerical calculations, we explore the breakdown of the rigid-intensity-shift behaviour and how this depends on the magnitude of the phase gradient and the relative scale of features in the phase profile and the probe size. We present guidelines as to when the rigid-intensity-shift model can be applied for quantitative phase reconstruction using segmented detectors, and propose probe-shaping strategies to further improve the accuracy. "
1801_06530_main_v2_arxiv.tex, The ability of detecting threatening chemicals diluted in water is an important safety requirement for drinking water systems. An apparatus for in-water chemical sensing based on the absorption of evanescent waves generated by a quantum cascade laser array and propagating inside a silver halide optical fiber immersed into water is demonstrated. We present a theoretical analysis of the sensitivity of the system and experimentally characterize its real-time response and spectroscopic detection for injection of a sample chemical (ethanol) in a tube containing water.
1801_00210.tex," We study analytic and arithmetic properties of the elliptic gamma function $$ m,n=0^1-x^{-1q^{m+1}p^{n+1}}{1-xq^mp^n}, \qquad |q|,|p|<1, $$ in the regime $p=q$ ; in particular, its connection with the elliptic dilogarithm and a formula of S.~Bloch. We further extend the results to more general products by linking them to non-holomorphic Eistenstein series and, via some formulae of D.~Zagier, to elliptic polylogarithms. "
1801_05631_SC_QCP_sim.tex," When a metal undergoes continuous quantum phase transition, the correlation length diverges at the critical point and the quantum fluctuation of order parameter is described by a gapless bosonic mode. In most cases, this bosonic mode induces a variety of unusual quantum critical phenomena, including non-Fermi liquid behavior and various emergent symmetries. Here, we perform a renormalization group analysis of the semimetal-superconductor quantum criticality in a three-dimensional anisotropic Weyl semimetal, in which the fermion dispersion is linear in two of the momentum components and quadratical in the third. Unexpectedly, distinct from previously studied quantum critical systems, the anisotropic Weyl fermions do not acquire an anomalous dimension at the critical point, and their quasiparticle residue takes a nonzero value. This indicates that the fermions can be well described by the model of non-interacting fermion gas even at the quantum critical point. We thus obtain a phase transition that exhibits trivial quantum criticality, which is unique comparing to other invariably nontrivial quantum critical systems. "
1801_07647_main.tex, abstract.txt
1801_04763_Gravitational_wave_detection_via_weak_measurements.tex," A new gravitational-wave detector, which is devised based on quantum weak measurement amplification, is introduced and shown has the potential to significantly improve the strain sensitivity of gravitational-wave detection. "
1801_09581_emffs_disc.tex,"  We evaluate the strange nucleon electromagnetic form factors using an  ensemble of gauge configurations generated with two degenerate maximally twisted mass clover-improved  fermions with mass tuned to approximately reproduce the physical pion mass. In addition, we present results for the disconnected light quark  contributions to the nucleon electromagnetic form factors. Improved stochastic methods are employed leading to high-precision results. The momentum dependence of the disconnected contributions is fitted using the model-independent z-expansion. We  extract the magnetic moment and the  electric and magnetic radii of the proton and neutron by including both connected and disconnected contributions. We find that the disconnected light quark contributions to both electric and magnetic form factors are non-zero and at the few percent level as compared to the connected. The strange form factors are also at the percent level but more noisy yielding statistical errors that are typically within one standard deviation from a zero value.  "
1801_09522_bare_conf.tex," In this paper, we propose a stacked convolutional and recurrent neural network (CRNN) with a 3D convolutional neural network (CNN) in the first layer for the multichannel sound event detection (SED) task. The 3D CNN enables the network to simultaneously learn the inter- and intra-channel features from the input multichannel audio. In order to evaluate the proposed method, multichannel audio datasets with different number of overlapping sound sources are synthesized. Each of this dataset has a four-channel first-order Ambisonic, binaural, and single-channel versions, on which the performance of SED using the proposed method are compared to study the potential of SED using multichannel audio. A similar study is also done with the binaural and single-channel versions of the real-life recording TUT-SED 2017 development dataset. The proposed method learns to recognize overlapping sound events from multichannel features faster and performs better SED with a fewer number of training epochs. The results show that on using multichannel Ambisonic audio in place of single-channel audio we improve the overall F-score by 7.5~ \%, overall error rate by 10~ \% and recognize 15.6~ \% more sound events in time frames with four overlapping sound sources. % In this paper, we assess the performance of using multichannel audio in place of single-channel audio for polyphonic sound event detection (SED). Multichannel audio datasets with different number of overlapping sound sources are synthesized, where each dataset has a four-channel first-order Ambisonic, binaural, and single-channel versions. The proposed stacked convolutional and recurrent neural network with a 3D convolutional layer is trained individually on the synthesized multichannel datasets. This 3D convolution enables the network to simultaneously learn the inter- and intra-channel features from multichannel input data. The SED performances with single-channel, binaural and Ambisonic audio are further compared to study the potential of SED using multichannel audio. A similar study is also done with the binaural and single-channel versions of the real-life recording TUT-SED 2017 development dataset. The results show that on using multichannel Ambisonic audio in place of single-channel audio we improve the overall F-score by 7.5~ \%, overall error rate by 10~ \% and recognize 15.6~ \% more sound events in time frames with four overlapping sound sources. "
1801_09344_abstract.tex," While neural networks have achieved high accuracy on standard image classification benchmarks, their accuracy drops to nearly zero in the presence of small adversarial perturbations to test inputs. Defenses based on regularization and adversarial training have been proposed, but often followed by new, stronger attacks that defeat these defenses. Can we somehow end this arms race? In this work, we study this problem for neural networks with one hidden layer. We first propose a method based on a semidefinite relaxation  that outputs a certificate that for a given network and test input,  no attack can force the error to exceed a certain value. Second, as this certificate is differentiable, we jointly optimize it  with the network parameters, providing an adaptive regularizer that  encourages robustness against all attacks.  On MNIST, our approach produces a network and a certificate that no attack that perturbs each pixel by  at most $\epsilon = 0.1$ can cause more than $35\%$ test error. "
1801_10352_RMP_EE.tex," Entanglement entropy plays a variety of roles in quantum field theory, including the connections between quantum states and gravitation through the holographic principle. This article provides a review of entanglement entropy from a mixed viewpoint of field theory and holography. A set of basic methods for the computation is developed and illustrated with simple examples such as free theories and conformal field theories. The structures of the ultraviolet divergences and the universal parts are determined and compared with the holographic descriptions of entanglement entropy. The utility of quantum inequalities of entanglement are discussed and shown to derive the $\CC$ -theorem that constrains renormalization group flows of quantum field theories in diverse dimensions. "
1801_09463_DQPT_SB.tex," We study the dynamical quantum phase transitions (DQPTs) manifested in the subsequent unitary dynamics of an extended Ising model with {additional} three spin interactions {, following a sudden quench} . Revisiting the equilibrium phase diagram of the model where different quantum phases are characterised by different winding numbers, we show {that in some situations the winding number may not change across a gap closing point in the energy spectrum} . Although, usually there exist {s} a one-to-one correspondence between the change in winding number and the number of critical time scales {associated with DQPTs} , we show that the extended nature of interactions may lead to unusual situations. % % \item[Usage] %Secondary publications and information retrieval purposes. % \item[PACS numbers] %May be entered using the \verb+ #1 + command. % \item[Structure] %You may use the description environment to structure your abstract; %use the optional argument of the \verb+ \item+ command to give the category of each item. % "
1801_08497_Pigulski-poster-SigS-arXiv.tex," Preliminary results of the analysis of the combined space-based BRITE and SMEI, and ground-based Str {\""o} mgren photometry are presented. The BRITE data allowed to find seven $p$ and three $g$ modes in the frequency spectrum of this star; only four $p$ modes were known in this star prior to this study. The first results of seismic modelling are also presented. "
1801_02695_tsp_in37_n.tex," Consider~ \(n \) nodes~ X_i\_{1 \leq i \leq n} \) distributed independently across~ \(N \) cities contained with the unit square~ \(S \) according to a distribution~ \(f. \) Each city is modelled as an~ \(r_n \times r_n \) square contained within~ \(S \) and let~ \(TSPC_n \) denote the length of the minimum length cycle containing all the~ \(n \) nodes, corresponding to the traveling salesman problem (TSP). We obtain variance estimates for~ \(TSPC_n \) and prove that if the cities are well-connected and densely populated in a certain sense, then~ \(TSPC_n \) appropriately centred and scaled converges to zero in probability. We also obtain large deviation type estimates for~ \(TSPC_n. \) Using the proof techniques, we alternately obtain corresponding results for the length~ \(TSP_n \) of the minimum length cycle in the unconstrained case, when the nodes are independently distributed throughout the unit square~ \(S. \)    %and analogous results hold for minimum spanning trees and paths.  %In this paper, we study the structure of left-right crossings %of the random geometric graph \(G = G(n,r_n) \) of \(n \) nodes %uniformly distributed in \(S[0,1] = ^2 \) with \(r_n = \epsilon \frac{\log{n}{n}} \) %for some \( \epsilon > 0. \) Tiling \(S \) horizontally and %vertically into rectangles of length \(1 \) and width \(Mr_n, \) we %show that each rectangle has a left-right crossing of edges with %high probability if \(M \) is sufficiently large. %We call the resulting subgraph to be a ``backbone"" of \(G. \) %The techniques we use to construct the backbone has quite a few applications. %As a first, we show that the diameter of second largest component in \(G \) %is \(O(1) \) with high probability. Secondly, 0.1in  \noindent Key words: Traveling salesman problem, dense cities.  0.1in  \noindent AMS 2000 Subject Classification: Primary: 60J10, 60K35; Secondary: 60C05, 62E10, 90B15, 91D30. "
1801_04348_abstract.tex," This work deals with the optimization of computer programs targeting Graphics Processing Units (GPUs). The goal is to lift, from programmers to optimizing compilers, the heavy burden of determining program details that are dependent on the hardware characteristics. The expected benefit is to improve robustness, portability and efficiency of the generated computer programs. We address these requirements by:   \item treating machine and program parameters as unknown symbols during code generation, and \item generating optimized programs in the form of a case discussion, based on the possible values of the machine and program parameters. By taking advantage of recent advances in the area of computer algebra, preliminary experimentation yield promising results. "
