old_file,abstract
1801_03226_Li-Wang.tex," 	Graph Convolutional Neural Networks (Graph CNNs) are generalizations of classical CNNs to handle graph data such as molecular data, point could and social networks. Current filters in graph CNNs are built for fixed and shared graph structure. However, for most real data, the graph structures varies in both size and connectivity. The paper proposes a generalized and flexible graph CNN taking data of arbitrary graph structure as input. In that way a task-driven adaptive graph is learned for each graph data while training. To efficiently learn the graph, a distance metric learning is proposed. Extensive experiments on nine graph-structured datasets have demonstrated the superior performance improvement on both convergence speed and predictive accuracy. "
1801_04334_TIE_Network.tex," Chest X-rays are one of the most common radiological examinations in daily clinical routines. Reporting thorax diseases using chest X-rays is often an entry-level task for radiologist trainees. Yet, reading a chest X-ray image remains a challenging job for learning-oriented machine intelligence, due to (1) shortage of large-scale machine-learnable medical image datasets, and (2) lack of techniques that can mimic the high-level reasoning of human radiologists that requires years of knowledge accumulation and professional training. In this paper, we show the clinical free-text radiological reports%, that accompany X-ray images in hospital picture and archiving communication systems, can be utilized as a priori knowledge for tackling these two key problems. We propose a novel Text-Image Embedding network (TieNet) for extracting the distinctive image and text representations. Multi-level attention models are integrated into an end-to-end trainable CNN-RNN architecture for highlighting the meaningful text words and image regions. We first apply TieNet to classify the chest X-rays by using both image features and text embeddings extracted from associated reports. The proposed auto-annotation framework achieves high accuracy (over 0.9 on average in AUCs) in assigning disease labels for our hand-label evaluation dataset. %We then demonstrate the minimal amount of `ground truth' labels (NLP mined disease keywords) required for achieving similar performance as previous rule-based method. Furthermore, we transform the TieNet into a chest X-ray reporting system. It simulates the reporting process and can output disease classification and a preliminary report together%, with X-ray images being the only input . The classification results are significantly improved (6 \% increase on average in AUCs) compared to the state-of-the-art baseline on an unseen and hand-labeled dataset (OpenI). "
1801_00036_report.tex," A graph database is a database where the data structures for the schema and/or instances are modeled as a (labeled)(directed) graph or generalizations of it, and where querying is expressed by graph-oriented operations and type constructors.  In this article we present the basic notions of graph databases, give an historical overview of its main development, and study the main current systems that implement them. "
1801_00962_PhysRevBKlyushinaetallv1.tex," The magnetic properties of the two-dimensional, S=1 honeycomb antiferromagnet BaNi $_2$ V $_2$ O $_8$ have been comprehensively studied using DC susceptibility measurements and inelastic neutron scattering techniques. The magnetic excitation spectrum is found to be dispersionless within experimental resolution between the honeycomb layers, while it disperses strongly within the honeycomb plane where it consists of two gapped spin-wave modes. The magnetic excitations are compared to linear spin-wave theory allowing the Hamiltonian to be determined. The first- and second-neighbour magnetic exchange interactions are antiferromagnetic and lie within the ranges 10.90meV $\le$ J $_n$ $\le$ 13.35 meV and 0.85meV $\le$ J $_{nn}$ $\le$ 1.65 meV respectively. The interplane coupling J $_{out}$ is four orders of magnitude weaker than the intraplane interactions, confirming the highly two-dimensional magnetic behaviour of this compound. The sizes of the energy gaps are used to extract the magnetic anisotropies and reveal substantial easy-plane anisotropy and a very weak in-plane easy-axis anisotropy. Together these results reveal that BaNi $_2$ V $_2$ O $_8$ is a candidate compound for the investigation of vortex excitations and Berezinsky-Kosterliz-Thouless phenomenona. "
1801_04528_main.tex," % Our message: \newline % (1) human communication is not random. Our entropy measures confirms that intuition, in other words - make sense. \newline % (2) Proposed novelty: describe dynamics of temporal network (as event sequence/stream) with a vector or single number (by fitting logistic regression and taking one of its parameters) \newline % (3) Application: we can show that in presented datasets we can observe changes in entropy and we can explain it e.g. in NetSense while students getting know each other during semesters (time) entropy is decreasing. That can be understand as kind of burning out of the network capability to be dynamic. %Human communication at first glance looks like random process but deeper analysis shows that it is a process very different from random. In this work we propose set of new entropy-based measures for human communication dynamic given with temporal network representation – event sequence. We examined four dataset of human communication with different characteristics as well as random sequences. Application of entropy for human communication not only reveals non-randomness of this process in temporal networks but also give a foundation for further analysis. We provide some hypothesis which explains dynamics of examined datasets and show potential of proposed measurements. Human communication is commonly represented as a temporal social network, and evaluated in terms of its uniqueness. We propose a set of new entropy-based measures for human communication dynamics represented within the temporal social network as event sequences. Using real world datasets and random interaction series of different types we find that real human contact events always significantly differ from random ones. This human distinctiveness increases over time and by means of the proposed entropy measures, we can observe sociological processes that take place within dynamic communities. "
1801_05578_pifm_arxiv.tex," Quantum coherence can be used to infer presence of a detector without triggering it. Here we point out that according to quantum formalism such interaction-free measurements cannot be perfect, i.e. in a single-shot experiment one has strictly positive probability to activate the detector. We provide a quantitative relation between the probability of activation and probability of inconclusive interaction-free measurement in quantum theory and in a more general framework of density cubes. It turns out that the latter does allow for perfect interaction-free measurements. Their absence is therefore a natural postulate expected to hold in all physical theories. "
1801_03854.tex," A mixed boundary value problem for the diffusion equation in non-homogeneous media partial differential equation is reduced to a system of direct segregated parametrix-based Boundary-Domain Integral Equations (BDIEs). We use a parametrix different from the one employed by Mikhailov in localised,carlos2 and Chkadua, Mikhailov, Natroshvili in mikhailov1 . We prove the equivalence between the original BVP and the corresponding BDIE system. The invertibility and Fredholm properties of the boundary-domain integral operators are also analysed. "
1801_04889_final_release_15.2018.tex," In this paper we give sufficient conditions for a free product of residually finite groups to admit an embeddable box space. This generalizes the constructions of Arzhantseva, Guentner and Spakula in AGS and gives a new class of non-amenable metric spaces with bounded geometry which coarsely embeds into Hilbert space.\\ "
1801_03837_Text.tex," Cavity mode theory and analysis of open cavities and plasmonic particles is an essential component of optical resonator physics, offering considerable insight and efficiency for connecting to classical and quantum optical properties such as the Purcell effect. However, obtaining the dissipative modes in normalized form for arbitrarily shaped open cavity systems is notoriously difficult, often involving complex spatial integrations, even after performing the necessary full space solutions to Maxwell's equations. The formal solutions are termed  quasinormal modes which are known to diverge in space, and additional techniques are frequently required to obtain more accurate field representations in the far field. In this work we introduce a new finite-difference time-domain technique that can obtain normalized quasinormal modes using a simple dipole-excitation source and an inverse Green function technique, in real frequency space, without having to perform any spatial integrations. Moreover, we show how these modes are naturally regularized to ensure the correct field decay behaviour in the far field, and thus can be used at any position within and outside the resonator. We term these modes ``regularized quasinormal modes'' and show the reliability and generality of the theory, by studying the generalized Purcell factor of quantum dipole emitters near metallic nanoresonators, hybrid devices with metal nanoparticles coupled to dielectric waveguides, as well as coupled cavity-waveguides in photonic crystals slabs. We also directly compare our results with full-dipole simulations of Maxwell's equations without any approximations and show excellent agreement. "
1801_01607_EdgeModesHorizon.tex," We consider propagation of Bogoliubov quasiparticles in the presence of a step-like BEC horizon -- a stationary superfluid flow where the superfluid velocity abruptly changes from subsonic to supersonic. We argue that the astrophysical analogue of this system is a black hole with a small mass in a theory whose UV completion breaks Lorentz symmetry at short distances. We solve the corresponding Bogoliubov-de Gennes equations and find that the scattering process responsible for Hawking radiation also necessarily produces an evanescent tail of negative-norm quasiparticles localized near the horizon. These evanescent modes, which we dub ``sonic hairs,"" are a direct result of the Lorentz-violating non-linear dispersion relation. Even though the localized modes do not enter the S-matrix they must be accounted for in order to obtain the Hawking distribution. Additionally, we show that the black hole's sonic hair undergoes quantum-interference effects with the outgoing Hawking particles which dresses physical observables near the event-horizon. We conclude by discussing possible connections between these modes and the black-hole information problem. "
1801_05363_Article-arXiv.tex," In this work, a non intrusive load disaggregation scheme is proposed. By using a kernel based nonlinear regression strategy, the switching dynamic of an electric network, simulated as a set of RLC circuits with chaotic switching, is approximated using a time series of the total power consumption. The results suggest that the employed methodology can be useful in the design of efficient load disaggregation schemes. "
1801_00941.tex," We consider stable solutions of semilinear equations in a very general setting. The equation is set on a Polish topological space endowed with a measure and the linear operator is induced by a carr \'e du champs (equivalently, the equation is set in a diffusion Markov triple). Under suitable curvature dimension conditions, we establish that stable solutions with integrable carr \'e du champs are necessarily constant (weaker conditions characterize the structure of the carr \'e du champs and carr \'e du champ it \'er \'e). The proofs are based on a geometric Poincar F formula in this setting. rom the general theorems established, several previous results are obtained as particular cases and new ones are provided as well. "
1801_06409_zetaOphiuchi.tex,"We present the results of our spectroscopic monitoring campaign of $\zeta$\,Oph, carried out at the University observatory Jena with the spectrograph FLECHAS between July 2015 and September 2016. The main aim of the project is to determine the radial velocity of the star precisely, as a wide range of radial velocity measurements of $\zeta$\,Oph are given in the literature. Beside the proper motion and parallax, the radial velocity is an important input parameter for the calculation of the space motion of the star. $\zeta$\,Oph is considered to be a runaway star and potential former companion of the progenitor star of the pulsar PSR\,J1932+1059, which both may have been located in a binary system and were then released during a supernova explosion about 1\,Myr ago in the Upper Scorpius OB association. For the calculation that the pulsar and $\zeta$\,Oph could have been at the same place, a radial velocity of $-9.0$\,km/s for $\zeta$\,Oph was used in the literature. By analysing the hydrogen and helium lines in 48 FLECHAS spectra, we determined the radial velocity of $\zeta$\,Oph to be $12.2\pm3.3$\,km/s and the projected rotational velocity to $432\pm16$\,km/s with no indication for variability."
1801_00720_WTF_GTC_spectro.tex,{}{}{}{}
1801_02236_lehmann.tex,"\abstract{In this final chapter, we consider the state-of-the-art for spreading in social systems and discuss the future of the field. As part of this reflection, we identify a set of key challenges ahead. The challenges include the following questions: how can we improve the quality, quantity, extent, and accessibility of datasets? How can we extract more information from limited datasets? How can we take individual cognition and decision making processes into account? How can we incorporate other complexity of the real contagion processes? Finally, how can we translate research into positive real-world impact? In the following, we provide more context for each of these open questions.}"
1801_08836_jltp_mfm.tex,"  Temperature and field dependent measurements of the electrical  resistance of different natural graphite samples, suggest the  existence of superconductivity at room temperature in some regions  of the samples. To verify whether dissipationless electrical  currents are responsible for the trapped magnetic flux inferred from  electrical resistance measurements, we localized them using magnetic  force microscopy on a natural graphite sample in remanent state  after applying a magnetic field. The obtained evidence indicates  that at room temperature a permanent current flows at the border of  the trapped flux region. The current path vanishes at the same  transition temperature $T_c\approx370$ ~K as the one obtained from  electrical resistance measurements on the same sample. This sudden  decrease of the phase is different from what is expected for a  ferromagnetic material. Time dependent measurements of the signal  show the typical behavior of flux creep of a permanent current  flowing in a superconductor. The overall results support the  existence of room-temperature superconductivity at certain regions  in the graphite structure and indicate that magnetic force  microscopy is suitable to localize them. Magnetic coupling is  excluded as origin of the observed phase signal. "
1801_08110_paper.tex," Detecting objects and estimating their pose remains as one of the major challenges of the computer vision research community. There exists a compromise between localizing the objects and estimating their viewpoints. The detector ideally needs to be view-invariant, while the pose estimation process should be able to generalize towards the category-level. This work is an exploration of using deep learning models for solving both problems simultaneously. For doing so, we propose three novel deep learning architectures, which are able to perform a joint detection and pose estimation, where we gradually decouple the two tasks. We also investigate whether the pose estimation problem should be solved as a classification or regression problem, being this still an open question in the computer vision community. We detail a comparative analysis of all our solutions and the methods that currently define the state of the art for this problem. We use PASCAL3D+ and ObjectNet3D datasets to present the thorough experimental evaluation and main results. With the proposed models we achieve the state-of-the-art performance in both datasets. "
1801_00329_main.tex,"%  <- trailing '%' for backward compatibility of .sty file Recent advances of derivative-free optimization allow efficient approximating the global optimal solutions of sophisticated functions, such as functions with many local optima, non-differentiable and non-continuous functions. This article describes the ZOOpt \url{https://github.com/eyounx/ZOOpt} toolbox that provides efficient derivative-free solvers and are designed easy to use. ZOOpt provides a Python package for single-thread optimization, and a light-weighted distributed version with the help of the Julia language for Python described functions. ZOOpt toolbox particularly focuses on optimization problems in machine learning, addressing high-dimensional, noisy, and large-scale problems. The toolbox is being maintained toward ready-to-use tool in real-world machine learning tasks. "
1801_06836_peak-locking.tex," Shack-Hartmann wavefront sensing relies on accurate spot centre measurement. Several algorithms were developed with this aim, mostly focused on precision, i.e. minimizing random errors. In the solar and extended scene community, the importance of the accuracy (bias error due to peak-locking, quantisation or sampling) of the centroid determination was identified and solutions proposed. But these solutions only allow partial bias corrections. To date, no systematic study of the bias error was conducted. This article bridges the gap by quantifying the bias error for different correlation peak-finding algorithms and types of sub-aperture images and by proposing a practical solution to minimize its effects. Four classes of sub-aperture images (point source, elongated laser guide star, crowded field and solar extended scene) together with five types of peak-finding algorithms (1D parabola, the centre of gravity, Gaussian, 2D quadratic polynomial and pyramid) are considered, in a variety of signal-to-noise conditions. The best performing peak-finding algorithm depends on the sub-aperture image type, but none is satisfactory to both bias and random errors. A practical solution is proposed that relies on the anti-symmetric response of the bias to the sub-pixel position of the true centre. The solution decreases the bias by a factor of $\sim 7$ to values of $pix$ . The computational cost is typically twice of current cross-correlation algorithms. "
1801_05691_Bohmian_Earth_Article.tex," For quantum systems, we expect to see classical behavior at the limit of large quantum numbers. Hence, we apply Bohmian approach to describe the Earth evolution around the Sun. We obtain possible trajectories of the Earth system with different initial conditions which converge to a definite stable orbit after a given time, known as the Kepler orbit. The trajectories have resulted from the guiding equation $p=\nabla S$ in Bohmian mechanics which relates the momentum of the system to the phase part of the wave function. Except for some special situations, Bohmian trajectories are not Newtonian in character. We show that the classical behavior of the Earth can be described as the consequence of the guiding equation at the limit of large quantum numbers. "
1801_00240_typeA.tex," In this paper, we present a simple lattice-theoretic characterization for Euclidean building of type A. We introduce a class of modular lattices, called uniform modular lattices, and show that uniform modular lattices and Euclidean buildings of type A constitute the same object. This is a Euclidean counterpart of the well-known equivalence between projective geometries ( $\simeq$ complemented modular lattices) and spherical buildings of type A. "
1801_09366_f.tex," In this note, we concentrate on the backward error of the equality constrained indefinite least squares problem. For the normwise backward error of the equality constrained indefinite least square problem, we adopt the linearization method to derive the tight estimate for the exact backward normwise error. The numerical examples show that the linearization estimate is effective for the normwise backward errors. "
1801_00158_0Abstract.tex," For a pair $(G,G')=(O(n+1,1), O(n,1))$  of reductive groups,  we investigate intertwining operators (symmetry breaking operators) between principal series representations  $I_\delta(V,\lambda )$ of $G$ ,  and $J_\varepsilon(W,\nu)$ of the subgroup $G'$ .  The representations are parametrized by finite-dimensional representations $V$ ,  $W$ of $O(n)$ respectively of $O(n-1)$ , characters $\delta$ , $\varepsilon$ of $O(1)$ ,  and $\mathbb C$ . Let $[V:W]$ be the multiplicity of $W$  occurring in the restriction $V|_{O(n-1)}$ ,  which is either 0 or 1.  If $[V:W] \ne 0$  then  we construct a meromorphic family of symmetry breaking operators and prove that  $  \mathbb{C} Hom_{G'}(I_{G', J_{\varepsilon}(W, \nu)) $  is nonzero for all the parameters $\lambda$ , $\nu$ and $\delta$ , $\varepsilon$ ,  whereas if $[V:W] = 0$ there may exist sporadic differential symmetry breaking operators. Moreover we obtain a complete classification of symmetry breaking operators in the special case  $ (V,W)=(\mathbb{C}^{n}), \mathbb{C}^{n-1}))$ .   We use this information to determine the space of symmetry breaking operators  for any pair of irreducible representations of $G$ and the subgroup $G'$  with trivial infinitesimal character $\rho $ .  Furthermore we prove the multiplicity conjecture by B.~Gross and D.~Prasad for tempered principal series representations of $(SO(n+1,1), SO(n,1))$  and also for 3 tempered representations $\Pi, \pi, \varpi$ of  $SO(2m+2,1)$ , $SO(2m+1,1)$ and $SO(2m,1)$  with trivial infinitesimal character $\rho$ . We also apply our main results to find periods of irreducible representations of the Lorentz group having nonzero $({g}, K)$ -cohomologies.   This article is an extension of  [Memoirs Amer.~Math.~Soc. 2015]  that treated spherical principal series representations.     "
1801_03323.tex," We discuss the quantum Hall effect on a single-layer graphene in the framework of noncommutative (NC) phase space. We find it induces a shift in the Hall resistivity. Furthermore, comparison with experimental data reveals an upper bound on the magnitude of the momentum NC parameter $\eta$ in about $\etaeV/c$ . "
1801_03399_abstract.tex," Recent data-driven approaches to scene interpretation predominantly pose inference as an end-to-end black-box mapping, commonly performed by a Convolutional Neural Network (CNN). However, decades of work on perceptual organization in both human and machine vision suggests that there are often intermediate representations that are intrinsic to an inference task, and which provide essential structure to improve generalization. In this work, we explore an approach for injecting prior domain structure into neural network training by supervising hidden layers of a CNN with intermediate concepts that normally are not observed in practice. We formulate a probabilistic framework which formalizes these notions and predicts improved generalization via this deep supervision method. One advantage of this approach is that we are able to train only from synthetic CAD renderings of cluttered scenes, where concept values can be extracted, but apply the results to real images. Our implementation achieves the state-of-the-art performance of 2D/3D keypoint localization and image classification on real image benchmarks, including KITTI, PASCAL VOC, PASCAL3D+, IKEA, and CIFAR100. We provide additional evidence that our approach outperforms alternative forms of supervision, such as multi-task networks.  % A complete scene interpretation pipeline needs a nuanced parsing of 3D object structure and pose as its backbone. The revival of data-driven approaches for visual recognition has brought us closer to solving this problem, yet these methods are limited by scarcity of real labeled data. We present a novel approach which infuses domain priors into neural network training for robust generalization. Our key innovation is to deeply supervise hidden layers of a CNN through intermediate concepts, teaching it to recover a sequence of intermediate milestones for final task prediction. We formulate a probabilistic framework which formalizes this notion and predicts its improved generalization. Our method, only trained on synthetic CAD renders of cluttered scenes, achieves state-of-the-art performance on real image benchmarks, including KITTI, PASCAL VOC, PASCAL3D+, IKEA, and CIFAR100 for 2D and 3D keypoint localization, instance segmentation, and image classification. We obtain further validation of our approach by outperforming ablative configurations including conventional multi-task supervision and alternate sequences of intermediate supervision. "
1801_05526_PP-Article.tex,"\abstract{The High Altitude Water Cherenkov (HAWC) observatory is a ground-based air-shower detector designed to study the TeV gamma and cosmic ray windows. The observatory is composed of a densely packed array of $300$ water Cherenkov tanks, $4.5$ m deep and $7.3$ diameter with $4$ photomultipliers (PMT) each, distributed on a $22,000 m^2$ surface. The instrument registers the number of hit PMT's as well as the  timing information and the total charge seen by the photomultipliers during the shower event. From the analysis of these data, shower observables such as the arrival direction, the core position at ground, the age and the primary energy are estimated, from which the energy spectrum of cosmic rays and its composition can be studied. In this work, we will describe the methodologies of HAWC cosmic ray analyses, including the Bayesian spectral unfolding procedure used to determine the all-particle and the light component energy spectra of cosmic rays. We will see that the distribution of the shower age vs the fraction of hit PMT's contains information about the composition of cosmic rays.}"
1801_03167_main.tex," We present extensive ultraviolet (UV) and optical photometry, as well as dense optical spectroscopy for type II Plateau (IIP) supernova \sn \ that exploded in the nearby ($\sim$ 15 Mpc) spiral galaxy \host. The observations span the period from 2 to 180 days after the explosion; in particular, the Swift UV data probably captured the signature of shock breakout associated with the explosion of \sn. It shows very strong UV emission during the first week after explosion, with contribution of $\sim$ 20 -- 30 \% to the bolometric luminosity (versus $\lesssim$ 15 \% for normal SNe IIP). Moreover, we found that this supernova has an unusually long rise time of about 12.6 $\pm$ 0.5 days in the $R$ band (versus $\sim$ 7.0 days for typical SNe IIP). The optical light curves and spectral evolution are quite similar to the fast-declining type IIP object SN 2013ej, except that \sn \ has a relatively brighter tail. Based on the evolution of photospheric temperature as inferred from the $Swift$ data in the early phase, we derive that the progenitor of \sn \ has a radius of about 930 $\pm$ 70 \rsun. This large-size star is expected to be a red supergiant star with an initial mass of $\gtrsim$ 19 -- 20 M $_{\odot}$ based on the mass $--$ radius relation of the Galactic red supergiants, and it represents one of the most largest and massive progenitors found for SNe IIP. "
1801_01158_U1Redux2.tex," Despite the seeming simplicity of the theory, calculating (and even defining) entanglement entropy for the Maxwell theory of a $U(1)$ gauge field in (3+1) dimensions has been the subject of controversy. It is generally accepted that the ground state entanglement entropy for a region of linear size $L$ behaves as an area law with a subleading logarithm, $S = \alpha L^2 -\gamma \log L$ . While the logarithmic coefficient $\gamma$ is believed to be universal, there has been disagreement about its precise value. After carefully accounting for subtle boundary corrections, multiple analyses in the high energy literature have converged on an answer related to the conformal trace anomaly, which is only sensitive to the local curvature of the partition. In contrast, a condensed matter treatment of the problem yielded a topological contribution which is not captured by the conformal field theory calculation. In this perspective piece, we review aspects of the various calculations and discuss the resolution of the discrepancy, emphasizing the important role played by charged states (the ``extended Hilbert space"") in defining entanglement for a gauge theory. While the trace anomaly result is sufficient for a strictly pure gauge field, coupling the gauge field to dynamical charges of mass $m$ gives a topological contribution to $\gamma$ which survives even in the $m\rightarrow\infty$ limit. For many situations, the topological contribution from dynamical charges is physically meaningful and should be taken into account. We also comment on other common issues of entanglement in gauge theories, such as entanglement distillation, algebraic definitions of entanglement, and gauge-fixing procedures. "
1801_06868_draft.tex," We experimentally demonstrate the light-controlled assembly of active colloidal molecules from a suspension of two species of passive microspheres.When light is shone on the sample, the active molecules form and acquire motility through non-reciprocal interactions between their passive components. As their size grows, they feature a complex array of behaviors, becoming propellers, spinners and rotators. Their shape and functionality can be tuned by applying periodic illumination. We also provide a theoretical model allowing to predict the complete table of emerging active molecules and their properties in quantitative agreement with the experiments. "
