old_file,abstract
1801_07429_ms.tex," This paper statistically investigates the properties of \CIV \ and \MgII \ narrow absorption lines (NALs) to look for velocity cuts that can well constrain quasar-associated NALs. The coverage fraction ($f_c$ ) is defined as the ratio between the number of quasars exhibiting at least one detected absorber and the total number of quasars that can be used to detect absorptions with given criteria. We find that, for both \CIV \ and \MgII \ absorbers, both the number density of absorbers in given velocity intervals ($dn/d\beta$ ) and the $f_c$ show very significant excess at the low-velocity offset from the quasars, relative to the random occurrence that is expected for cosmologically intervening absorbers. These relative excess extensions for \MgII \ absorptions are not only evidently related to absorption strength but also to quasar luminosity, while they are mainly constrained within 2000 \kms \ no matter what quasar luminosity and absorption strength are. In addition, we find that the redshift number density ($dn/dz$ ) evolution of \MgII \ absorbers with \vabs \ $<2000$  \kms \ evidently differs from that with \vabs \ $>2000$  \kms. Turning to \CIV \ absorptions, the relative excess extensions of both $dn/d\beta$ and $f_c$ are mainly limited within \vabs $<4000$  \kms, and depend neither on absorption strength nor on quasar luminosity. And also, the absorbers with \vabs $<4000$  \kms \ show obviously different redshift number density evolution from those with \vabs $>4000$  \kms. We suggest velocity cuts of 4000 \kms \ and 2000 \kms \ to define quasar \CIV \ and \MgII \ associated NALs, respectively. "
1801_09579_foton_szilfiz.tex," Electron scattering and conduction on various types of impurities in semiconductor can be calculated via the first order Born approximation when the electrons are considered as free particles described by plane waves. In the following we present analytic angular differential cross section formula for electromagnetic radiation field assisted electron scattering on impurities approximated with various model potentials in semiconductors. The main idea describes the scattering electrons with the well-known Volkov wave function which automatically incorporates electron dynamics induced by the external oscillating filed. This description is well-known for strong laser fields from half a century.   The calculated electron conductance in the semiconductor could be enhanced with an order of magnitude if an infrared electromagnetic field is present with I = $10^{14}$ W/cm $^2$ intensity, which for instance will be achievable in the ELI-ALPS facility in the near future.  "
1801_05061_SolarSystem.tex," 	Given the fact that Earth is so far the only place in the Milky Way galaxy known to harbor life, the question arises of whether the solar system is in any way special. To address this question, I compare the solar system to the many recently discovered exoplanetary systems. I identify two main features that appear to distinguish the solar system from the majority of other systems: (i)~the lack of super-Earths, (ii)~the absence of close-in planets. I examine models for the formation of super-Earths, as well as models for the evolution of asteroid belts, the rate of asteroid impacts on Earth, and of snow lines, all of which may have some implications for the emergence and evolution of life on a terrestrial planet. 	 	Finally, I revisit an argument by Brandon Carter on the rarity of intelligent civilizations, and I review a few of the criticisms of this argument. "
1801_00335_shadows.tex,"  In the 1970s and again in the 1990s, Gromov gave a number of theorems and  conjectures motivated by the notion that the real homotopy theory of compact  manifolds and simplicial complexes influences the geometry of maps between  them. The main technical result of this paper supports this intuition: we show  that maps of differential algebras are closely shadowed, in a technical sense,  by maps between the corresponding spaces. As a concrete application, we prove  the following conjecture of Gromov: if $X$ and $Y$ are finite complexes with  $Y$ simply connected, then there are constants $C(X,Y)$ and $p(X,Y)$ such that  any two homotopic $L$ -Lipschitz maps have a $C(L+1)^p$ -Lipschitz homotopy (and  if one of the maps is constant, $p$ can be taken to be $2$ .) We hope that it  will lead more generally to a better understanding of the space of maps from  $X$ to $Y$ in this setting. "
1801_00473_sarkar.tex," We investigate the morphological and magnetic characteristics of solar active region (AR) NOAA 12192. AR 12192 was the largest region of Solar Cycle 24; it underwent noticeable growth and produced 6 X-class flares, 22 M-class flares, and 53 C-class flares in the course of its disc passage. However, the most peculiar fact of this AR is that it was associated with only one CME in spite of producing several X-class flares. In this work, we carry out a comparative study between the eruptive and non-eruptive flares produced by AR 12192. We find that the magnitude of abrupt and permanent changes in the horizontal magnetic field and Lorentz force are significantly smaller in the case of the confined flares compared to the eruptive one. We present the areal evolution of AR 12192 during its disc passage. We find the flare-related morphological changes to be weaker during the confined flares, whereas the eruptive flare exhibits a rapid and permanent disappearance of penumbral area away from the magnetic neutral line after the flare. Furthermore, from the extrapolated nonlinear force-free magnetic field, we examine the overlying coronal magnetic environment over the eruptive and non-eruptive zones of the AR. We find that the critical decay index for the onset of torus instability was achieved at a lower height over the eruptive flaring region, than for the non-eruptive core area. These results suggest that the decay rate of the gradient of overlying magnetic field strength may play a decisive role to determine the CME productivity of the AR. In addition, the magnitude of changes in the flare-related magnetic characteristics are found to be well correlated with the nature of solar eruptions.   "
1801_07039_OpticalFingerprintNonCovalentlyFunctionalizedTMDs.tex," Atomically thin transition metal dichalcogenides (TMDs) hold promising potential for applications in optoelectronics. Due to their direct band gap and the extraordinarily strong Coulomb interaction, TMDs exhibit efficient light-matter coupling and tightly bound excitons. Moreover, large spin orbit coupling in combination with circular dichroism allows for spin and valley selective optical excitation. As atomically thin materials, they are very sensitive to changes in the surrounding environment. This motivates a functionalization approach, where external molecules are adsorbed to the materials surface to tailor its optical properties. Here, we apply the density matrix theory to investigate the potential of non-covalently functionalized TMDs. Considering exemplary spiropyran molecules with a strong dipole moment, we predict spectral redshifts and the appearance of an additional side peak in the absorption spectrum of functionalized TMDs. We show that the molecular characteristics, e.g. coverage, orientation and dipole moment, crucially influence the optical properties of TMDs, leaving a unique optical fingerprint in the absorption spectrum. Furthermore, we find that the molecular dipole moments open a channel for coherent intervalley coupling between the high-symmetry K and K' points which may open new possibilities for spin-valleytronics application.  "
1801_07372_ms.tex," We study deep learning approaches to inferring numerical coordinates for points of interest in an input image. Existing convolutional neural network-based solutions to this problem either take a heatmap matching approach or regress to coordinates with a fully connected output layer. Neither of these approaches is ideal, since the former is not entirely differentiable, and the latter lacks inherent spatial generalization. We propose our differentiable spatial to numerical transform (DSNT) to fill this gap. The DSNT layer adds no trainable parameters, is fully differentiable, and exhibits good spatial generalization. Unlike heatmap matching, DSNT works well with low heatmap resolutions, so it can be dropped in as an output layer for a wide range of existing fully convolutional architectures. Consequently, DSNT offers a better trade-off between inference speed and prediction accuracy compared to existing techniques. When used to replace the popular heatmap matching approach used in almost all state-of-the-art methods for pose estimation, DSNT gives better prediction accuracy for all model architectures tested. "
1801_07594_On_the_whereabouts_6.tex," It was recently found that it is theoretically possible for there to exist higher-order quantum processes in which the order of the operations performed by separate parties cannot be ascribed a definite causal order. Such processes, called causally nonseparable, are expected to be relevant in the context of quantum gravity, but some of them have been claimed to have a physical realization in standard regimes via coherent control of the times of the operations. A prominent example is the quantum SWITCH, where the order of the operations of two parties is conditioned on the logical value of a control qubit that can be prepared in a superposition. This idea has been shown to offer novel information processing capabilities, and was recently demonstrated experimentally. However, up until now, there has been no rigorous justification for the interpretation of such an experiment as a genuine realization of a causally nonseparable process, which by definition should involve each of the local operations of the parties occurring once on a specific pair of input and output systems. Where exactly are the local operations in such an experiment? On what spaces do they act given that their times are indefinite? Can we probe them directly rather than assume what they ought to be based on heuristic considerations? How can we reconcile the claim that these operations really take place, each once as required, with the fact that the causal nonseparability of the presumed process implies that they cannot be part of any acyclic circuit? Here, I offer a precise answer to these questions: the input and output systems of the operations in such a process are generally nontrivial subsystems of Hilbert spaces that are tensor products of Hilbert spaces associated with different times---a claim that is both mathematically consistent and directly experimentally verifiable. With respect to these time-delocalized subsystems, the structure of the process is that of a circuit with a cycle, which cannot be decomposed into an acyclic circuit or a probabilistic mixture of acyclic circuits. I further show that all bipartite processes that obey a recently proposed unitary extension postulate, together with their unitary extensions, have a physical realization on such time-delocalized subsystems, and provide evidence that even more general processes might be physically admissible. These results unveil a novel structure within quantum mechanics, which may have important implications for physics and information processing.   "
1801_03378.tex," In this paper, we study the notion of Connes amenability for a class of $II$ -upper triangular matrix algebra $\A$ , where $A$ is a dual Banach algebra with a non-zero $wk^\ast$ -continuous character and $I$ is a totally ordered set. For this purpose, we characterize the $\phi$ -Connes amenability of a dual Banach algebra $A$ through the existence of a specified net in $A\otimesA$ , where $\phi$ is a non-zero $wk^\ast$ -continuous character. Using this, we show that $UP(I,A)$ is Connes amenable if and only if $I$ is singleton and $A$ is Connes amenable. In addition, some examples of $\phi$ -Connes amenable dual Banach algebras, which is not Connes amenable are given. "
1801_06939_hh250IRS_05Jan2018.tex, % context heading (optional) % %
1801_00309_DD_dynamics_v6.tex," We study the 1D dynamics of dark-dark solitons in the miscible regime of two density-coupled Bose-Einstein condensates having repulsive interparticle interactions within each condensate ( $g>0$ ). By using an adiabatic perturbation theory in the parameter $g_{12}/{g}$ , we show that, contrary to the case of two solitons in scalar condensates, the interactions between solitons are attractive when the interparticle interactions between condensates are repulsive $g_{12}>0$ . As a result, the relative motion of dark solitons with equal chemical potential $\mu$ is well approximated by harmonic oscillations of angular frequency  $w_r=(({8/{15}){g_{12}}/{g}}$ . We also show that in finite systems, the resonance of this anomalous excitation mode with the spin density mode of lowest energy gives rise to alternating dynamical instability and stability fringes as a function of the perturbative parameter. In the presence of harmonic trapping (with angular frequency $\Omega$ ) the solitons are driven by the superposition of two harmonic motions at a frequency given by $w^2=(2)^2+w_r^2$ . When $g_{12}<0$ , these two oscillators compete to give rise to an overall effective potential that can be either single well or double well through a pitchfork bifurcation. All our theoretical results are compared with numerical solutions of the Gross-Pitaevskii equation for the dynamics and the Bogoliubov equations for the linear stability. A good agreement is found between them. 		 	"
1801_06368_main.tex," Online game involves a very large number of users who are interconnected and interact with each other via the Internet.  We studied the characteristics of exchanging virtual goods with real money through processes called ``real money trading (RMT)''. This exchange might influence online game user behaviors and cause damage to the reputation of game companies.  We examined in-game transactions to reveal RMT by constructing a social graph of virtual goods exchanges in an online game and identifying network communities of users. We analyzed approximately 6,000,000 transactions in a popular online game and inferred RMT transactions by comparing the RMT transactions crawled from an out-game market. Our findings are summarized as follows: (1) the size of the RMT market could be approximately estimated; (2) professional RMT providers typically form a specific network structure (either star-shape or chain) in the trading network, which can be used as a clue for tracing RMT transactions; and (3) the observed RMT market has evolved over time into a monopolized market with a small number of large-sized virtual goods providers. "
1801_04424.tex,"   We answer a question asked in MinimalPrikry regarding a Mathias criteria for Tree Prikry forcing. Also we continue the investigation of Devlin in Devlin and consider Prikry forcing using various filters. For completeness and self inclusion reasons, we will give proofs of many known theorems. "
1801_00381.tex," We extend Borel's theorem on the dominance of word maps from semisimple algebraic groups to some perfect groups. In another direction, we generalize Borel's theorem to some words with constants. We also consider the surjectivity problem for particular words and groups, give a brief survey of recent results, present some generalizations and variations and discuss various approaches, with emphasis on new ideas, constructions and connections. "
1801_07987_calic.tex," Recently a number of CNN-based techniques were proposed to remove image compression artifacts. As in other restoration applications, these techniques all learn a mapping from decompressed patches to the original counterparts under the ubiquitous $\ell_2$ metric. However, this approach is incapable of restoring distinctive image details which may be statistical outliers but have high semantic importance (e.g., tiny lesions in medical images). To overcome this weakness, we propose to incorporate an $\ell_\infty$ fidelity criterion in the design of neural network so that no small, distinctive structures of the original image can be dropped or distorted. Moreover, our anti-artifacts neural network is designed to work on a range of compression bit rates, rather than a fixed one as in the past. Experimental results demonstrate that the proposed method outperforms the state-of-the-art methods in both $\ell_2$ and $\ell_\infty$ error metrics, and also perceptually. It can restore subtle image details that are otherwise destroyed or missed by other algorithms. Our research suggests a new machine learning paradigm of ultra high fidelity image compression that is ideally suited for applications in medicine, space, and sciences. "
1801_02262.tex," 		Magic squares are arrangements of natural numbers into square arrays, where the sum of each row, each column, and both diagonals is the same. In this paper, the concept of a magic square with 3 rows and 3 columns is generalized to define magic polygons. Furthermore, this paper will examine the existence of magic polygons, along with several other properties inherent to magic polygons. 	"
1801_08660_main.tex," Out-of-vocabulary word translation is a major problem for the translation of low-resource languages that suffer from a lack of parallel training data. This paper evaluates the contributions of target-language context models towards the translation of OOV words, specifically in those cases where OOV translations are derived from external knowledge sources, such as dictionaries. We develop both neural and non-neural context models and evaluate them within both phrase-based and self-attention based neural machine translation systems. Our results show that neural language models that integrate additional context beyond the current sentence are the most effective in disambiguating possible OOV word translations. We present an efficient second-pass lattice-rescoring method for wide-context neural language models and demonstrate performance improvements over state-of-the-art self-attention based neural MT systems in five out of six low-resource language pairs.  "
1801_04782_LukeMalitsky180115.tex,"\abstract{   We consider the problem of minimizing a convex, separable, nonsmooth   function subject to linear constraints. The numerical method we propose is a block-coordinate extension of the Chambolle-Pock primal-dual algorithm. We prove convergence of the method   without resorting to assumptions like smoothness or strong   convexity of the objective, full-rank condition on the matrix,   strong duality or even consistency of the linear system. Freedom from   imposing the latter assumption permits convergence guarantees for misspecified or   noisy systems. }"
1801_05041_ClusterQR-V2018-01-12.tex," This paper introduces grouped latent heterogeneity in panel data quantile regression. More precisely, we assume that the observed individuals come from a heterogeneous population with an unknown, finite number of types. The number of types and group membership is not assumed to be known in advance and is estimated by means of a convex optimization problem. We provide conditions under which group membership is estimated consistently and establish asymptotic normality of the resulting estimators. "
1801_08068.tex," 2em By replacing the field of complex numbers with the commutative ring of bicomplex numbers, we attempt to construct interacting scalar quantum field theories that feature both positive- and negative-energy states. This work places the tentative ideas proposed in [R.~Dickinson, J.~Forshaw and P.~Millington, J.\bf 631  (2015) 012059] on more solid and general mathematical foundations and incorporates the ``energy-parity"" symmetry introduced in [A.~D.~Linde, Phys.\bf 200 B (1988) 272; D.~E.~Kaplan and R.~Sundrum, JHEP {\bf 0607} (2006) 042] . The interplay of the positive- and negative-energy states allows for cancellations of the vacuum energy. Both the positive- and negative-energy states have positive norms, and their direct mixing is prevented by virtue of the zero divisors of the bicomplex numbers, thereby eliminating the possibility of negative-energy cascades. We suggest that the same interplay of positive- and negative-energy states may allow Haag's theorem to be circumvented, removing the associated criticism of the Fock representation. We consider scalar theories with cubic and quartic interactions and describe how this construction may yield transition probabilities consistent with the standard scattering theory. Whilst these results are intriguing, we draw attention to potentially serious limitations in relation to perturbative unitarity. "
1801_09228_GamDor_evol_RMO_4Arxiv.tex,"Helioseismology and asteroseismology of red giant stars have shown that distribution of angular momentum in stellar interiors, and its evolution with time remains an open issue in stellar physics. Owing to the unprecedented quality and long baseline of \Kepler photometry, we are able to seismically infer internal rotation rates in $\gamma$ Doradus stars, which provide the main-sequence counterpart to the red-giants puzzle."
1801_07013_CoveringSimilarity-v2.tex," This paper introduces the sequence covering similarity, that we formally define for evaluating the similarity between a symbolic sequence (string) and a set of symbolic sequences (strings). From this covering similarity we derive a pair-wise distance to compare two symbolic sequences.  We show that this covering distance is a semimetric. Few examples are given to show how this string semimetric in $O(n \cdot log n)$ compares with the Levenshtein's distance that is in $O(n^2)$ . A final example presents its application to plagiarism detection. %Finally we experiment this metric on three benchmarks on symbolic sequence classification, all three related to bioinformatics problems. "
1801_08818_driver.tex," We consider the problem of recovering the initial value, from the trace on the light cone, of the solution of an initial value problem for the wave equation. When the space is odd dimensional, we show that the map from the initial value to the trace of the solution on the light cone is an isometry and we characterize the range of this map and construct its inverse. "
1801_02707_Short-XLDM_20180106.tex,"  \noindent In the context of a simplified Dark Matter (DM) scenario where the mediator is a new charged fermion carrying leptonic quantum number and the DM candidate is either scalar or vector, the complementarity of different bounds is analysed. In this framework, the extra lepton and  DM are odd under a \Z symmetry, hence the leptonic mediator can only interact with the DM state and Standard Model (SM) leptons of various flavours. We show that there is the possibility to characterise the DM spin (scalar or vector), as well as the nature of the mediator, through a combined analysis of cosmological, flavour  and collider data. We present an explicit numerical analysis for a set of benchmarks points of the viable parameter space of our scenario.  "
1801_05980_atom-atom-gate.tex," Quantum logic gates are fundamental building blocks of quantum computers. Their integration into quantum networks requires strong qubit coupling to network channels, as can be realized with neutral atoms and optical photons in cavity quantum electrodynamics. Here we demonstrate that the long-range interaction mediated by a flying photon performs a gate between two stationary atoms inside an optical cavity from which the photon is reflected. This single step executes the gate in $2\micro s$ . We show an entangling operation between the two atoms by generating a Bell state with $76(2)\%$ fidelity. The gate also operates as a CNOT. We demonstrate $74.1(1.6)\%$ overlap between the observed and the ideal gate output, limited by the state preparation fidelity of $80.2(0.8)\%$ . As the atoms are efficiently connected to a photonic channel, our gate paves the way towards quantum networking with multiqubit nodes and the distribution of entanglement in repeater-based long-distance quantum networks.  "
