file,title
1801_07594_On_the_whereabouts_6.tex,On the whereabouts of the local operations in physical realizations of quantum processes with indefinite causal order
1801_03378.tex,On Connes amenability of upper triangular matrix algebras
1801_06939_hh250IRS_05Jan2018.tex,"Binary energy source of the HH~250 outflow and its circumstellar environment
\thanks{Based on observations obtained with the VLT (Cerro Paranal, Chile) in programs 089.C-0196(A), 095.C-0488(A), and 095.C-0488(B), as well as with IRTF (Mauna Kea, Hawaii), SMA (Mauna Kea ,Hawaii), and the Nordic Optical Telescope (La Palma, Canary Islands, Spain)}
"
1801_07224_amu.tex,Calculation of the hadronic vacuum polarization contribution to the muon anomalous magnetic moment
1801_01668_xAnyDrive.tex,Predicting kinetics using musculoskeletal modeling and inertial motion capture
1801_05822_mnras_template.tex,
1801_04385_wsdm-simpsons.tex,Identifying Simpson's Paradox in Heterogeneous Data Using Modeling
1801_00024.tex,
1801_04098_strataCCAG.tex,Combinatorics of compactified universal Jacobians
1801_05433_ComBinE.tex,
1801_07801_CPOD2017_proceeding.tex,Parametrized Equation of State for QCD from 3D Ising Model
1801_03721_template.tex,"A path-integral formulation of the run and tumble motion and chemotaxis in {\it Escherichia coli}%\thanks{Grants or other notes
%about the article that should go on the front page should be
%placed here. General acknowledgments should be placed at the end of the article.}
"
1801_09637_tau.tex,\Large Geospatial distributions reflect rates of evolution\\of features of language
1801_00309_DD_dynamics_v6.tex,"Dark-dark-soliton dynamics in two 
density-coupled Bose-Einstein condensates"
1801_09686_coma_kin.tex,
1801_01271.tex,
1801_08500_hotqcd_ssharma.tex,The fate of $U_A(1)$ and topological features of QCD at finite temperature
1801_06042_ic3.tex,Setting the Foundation for Scientific Inquiry and Computational Thinking in Early Childhood using Lego Machines and Mechanism Education Kit 
1801_00785.tex,
1801_06147_studenttaiaa.3.tex,Upgrading from Gaussian Processes to Student's-T Processes
1801_03666_paper.tex,Simulations of Polyelectrolyte Adsorption to a Like-Charged Membrane
1801_09519_The_Lazy_bootstrap.tex,The Lazy Bootstrap. A Fast Resampling Method for Evaluating Latent Class Model Fit
1801_05996.tex,
1801_09378_review.tex,Artificial flat band systems: from lattice models to experiments
1801_03956_WP2_Razzoli_PRL.tex,"Stable Weyl points, trivial surface states and particle-hole compensation in WP$_2$"
1801_08058_ms.tex,Intel\textregistered\ nGraph\texttrademark
1801_02073_acl2017.tex,Analysis of Wikipedia-based Corpora for Question Answering
1801_01515_ground_cloak_arxiv.tex,Hyperelastic Antiplane Ground Cloaking
1801_04502.tex,
1801_04011_paper.tex,Enhancing Underwater Imagery using Generative Adversarial Networks
1801_10421.tex,Composition Operators on Sobolev Spaces and Neumann Eigenvalues
1801_02691_main.tex,A Trip to the Moon: Personalized Animated Movies for Self-reflection
1801_03418_1d-pedagogique_v4.tex,"Like-charge attraction in a one-dimensional setting:
the importance of being odd"
1801_02925_submission.tex,"Implications of Macroeconomic Volatility in the Euro Area\thanks{It is gratefully acknowledged that Florian Huber generously helped us in times of uncertainty, and writing this article would not have been possible without his support.}"
1801_06922_article.tex,Chiral symmetry breaking and monopoles in gauge theories
1801_05517_Takeuchi_QG4.tex,Domain Size Distribution in Segregating Binary Superfluids
1801_05302_egpaper_for_review.tex,\LaTeX\ Author Guidelines for WACV Proceedings
1801_04858_full.tex,Coupling Two Spin Qubits with a High-Impedance Resonator
1801_08077.tex,An inequality of type sup+inf on $ {\mathbb S}_4 $ for the Paneitz operator.
1801_01367_soundAP.tex,Similarities between action potentials and acoustic pulses in a van der Waals fluid
1801_02960_paper.tex,"\large\bf\boldmath Study of the process $\epem \to \pipi\eta $ using initial state 
radiation 
"
1801_06368_main.tex,No Silk Road for Online Gamers!: Using Social Network Analysis to Unveil Black Markets in Online Games
1801_03369.tex,Johnson pseudo-Connes amenability of dual Banach algebras
1801_08384_ms.tex,
1801_00759_minij.tex,"On the Clustering Properties of Mini-Jet and Mini-Dijet in
  High-Energy $pp$ Collisions"
1801_09409_FP_MTJ_Draft.tex,Band-pass Fabry-P\`erot magnetic tunnel junctions
1801_04318_PNS2017_PsrTiming_RNM.tex,Pulsar timing and its applications
1801_05665_main.tex,"Non-destructive, in-line, femtomolar detection of magnetic nanoparticles in flowing media at ambient conditions using atomic magnetometers"
1801_07572_Clark_Probing_the_limits_DPC-STEM.tex,Probing the limits of the rigid-intensity-shift model in differential phase contrast scanning transmission electron microscopy
1801_00248_resonance-MI-rklee.tex,Resonance in modulation instability from non-instantaneous nonlinearities
1801_05039_arxivmain.tex,"Global Convergence of (Model-Free) \\
%Policy Gradient Methods for Linearized\\
% Control Problems"
1801_04893.tex,On the level of a Calabi--Yau hypersurface
1801_06641_Ning2018.tex,Two-stage energy release process of a confined flare with double HXR peaks
1801_01236_main.tex,Multistep Neural Networks for Data-driven Discovery of Nonlinear Dynamical Systems
1801_04378_main.tex,Fairness in Supervised Learning:\\An Information Theoretic Approach\vspace{3mm}
1801_00128_paturel5.tex,Hubble law :  measure and interpretation 
1801_01050_generalIB.tex,"\vspace*{-.5cm}
Information Bottleneck on General Alphabets"
1801_03116_solution_trajectories_of_generalized_equations.tex,
1801_01768_Florescu.tex,Learning Feature Representations for Keyphrase Extraction
1801_05073_standard_siren_noredshift.tex,Cosmological inference from standard sirens without redshift measurements
1801_03158_5_pts.tex,"Stabbing pairwise intersecting disks by five
   points\footnote{Supported in part by grant 1367/2016 from the
      German-Israeli Science Foundation (GIF).  }%
"
1801_00003_Multiflow-final.tex,A non-oscillatory energy-splitting method for the computation of compressible  multi-fluid flows
1801_01958_articleJpsi.tex,\boldmath Measurement of $\Gamma_{ee}(J/\psi)$ with KEDR detector
1801_01779_p-adic_hodge_for_log.tex,logarithmic de Rham comparison for open rigid spaces
1801_06689_main.tex,\textbf{Learning model-based strategies in simple environments with hierarchical q-networks}
1801_03151_EjamRevised.tex,
1801_01473_lqcd-oacc-mpi.tex,Portable multi-node LQCD Monte Carlo simulations using OpenACC
1801_01187.tex,The geometry of Gauss map and shape operator in simply isotropic and pseudo-isotropic spaces
1801_04312.tex,A characterisation of $\tau$-tilting finite algebras
1801_06692.tex,
1801_08520_Self-testingManuscript_ArXiv.tex,"Self-testing quantum states and measurements in the prepare-and-measure scenario
"
1801_08026_Multi-HITS.tex,A New Framework for Centrality Measures in Multiplex Networks
1801_03730_QUBIC-Venice_HEP.tex,QUBIC - The Q\&U Bolometric Interferometer for Cosmology - A novel way to look at the polarized Cosmic Microwave Background
1801_04524_text_Epi_Acc.tex,Probing Episodic Accretion in Very Low Luminosity Objects
1801_04424.tex,"
Prikry Forcing and Tree Prikry Forcing of Various Filters"
1801_02159.tex,Supergrassmannians as Homogeneous Superspaces\footnote{2010 Mathematics Subject Classification. Primary 58A50; Secondary 20N99. }
1801_07842_draft_Matsumoto_20180124.tex,"
Voltage-induced precessional switching 
at zero-bias magnetic field
in a conically magnetized free layer 
"
1801_05649_arxiv.tex,"Eigenvector localization in real networks and its implications for
  epidemic spreading
  \thanks{We acknowledge financial support from the Spanish MINECO,
    under Projects No. FIS2013-47282-C2-2 and
    No. FIS2016-76830-C2-1-P. R. P.-S. acknowledges additional financial
    support from ICREA Academia, funded by the Generalitat de
    Catalunya.}  "
1801_01943_ms_arxiv.tex,
1801_09311.tex,
1801_08641_root.tex,Knowledge Graph Embedding with Multiple Relation Projections
1801_01959_IEEE_one_column_Arxiv.tex,Frame-based Sparse Analysis and Synthesis Signal Representations and Parseval K-SVD
1801_05563_sublinear_UCP.tex,
1801_02007_xib2xic.tex,"\large\bf Phenomenology of $\Xi_b \to \Xi_c\,\tau\,\nu$ decays"
1801_08097_paper.tex,Bogoliubov transformation and the thermal operator representation in the real time formalism
1801_07257_mn.tex,
1801_09953_ms0264.tex,"Period variations of Algol-type eclipsing binaries AD~And, TW Cas and IV~Cas
%\, $^*$
%\footnotetext{$*$ Supported by the National Natural Science Foundation of China.}
"
1801_09091_ecology_Final.tex,Spectral control for ecological stability
1801_02776_submission.tex,Robust cross-correlation based measurement of clump sizes in galaxies
1801_04712_main.tex,Strain and quasiparticle excitations: Optical properties of carbon nanotubes from first principles
1801_04081_manuscript_IEEE.tex,Separation of Instrument Sounds using Non-negative Matrix Factorization with Spectral Envelope Constraints
1801_09393_smax.tex,"Origin of a maximum of astrophysical $S$ factor 
in heavy-ion fusion reactions 
at deep subbarrier energies"
1801_05578_pifm_arxiv.tex,
1801_07742_main.tex,MCMC methods for inference in a mathematical model of pulmonary circulation
1801_05299_egpaper_for_review.tex,Autonomous Driving in Reality with Reinforcement Learning and Image Translation
1801_02408_main.tex,Numerical scheme for treatment of Uehling-Uhlenbeck equation for two-particle interactions in relativistic plasma
1801_10278_UGe2_Reseda_longitudinal_fluctuations_arXiv.tex,Interplay of Itinerant and Localized Spin Fluctuations in the Ferromagnetic Superconductor \ug
1801_00239_am.tex,The first omitting cardinal for Magidority
1801_08364_ModelSelection_v3.tex,Model selection and local geometry.
1801_09166_ms.tex,Optimal Energy Management Strategies in Wireless Data and Energy Cooperative Communications
1801_06854_EH-OP-CL.tex,\huge{Outage Analysis of Energy Harvesting based Opportunistic Cooperative Communication Systems}
1801_10255.tex,The Composite Particle-Hole Spinor of the Lowest Landau Level
1801_02580_rartex_jan.tex,"
%Rabi-orbit coupling of polariton quantum vortices and swirling photonic pulses\\
%or also\\
%Rartex, an ultrafast topology shaping based on polariton Rabi-vortex coupling\\
Ultrafast topology shaping by a Rabi-oscillating vortex
"
1801_00381.tex,Maps
1801_08653_paper.tex,Efficient Combinatorial Optimization Using Quantum Annealing
1801_07623_text_Napolitani_NRNN2017.tex,Cluster formation in nuclear reactions from mean-field inhomogeneities
1801_02767_paper-arxiv.tex,Decompositions and measures on countable Borel equivalence relations
1801_06530_main_v2_arxiv.tex,In-water chemical sensing by fiber-optic evanescent waves spectroscopy using mid-infrared quantum cascade lasers
1801_03420_closed_tube.tex,Capillary Filling in Closed-end Nanotubes
1801_05670_arbuzov_ESHEP17.tex,"Quantum Field Theory and the Electroweak Standard Model\footnote{Lectures 
given at the European School of High-Energy Physics (ESHEP), 
September 2017, Evora, Portugal}
"
1801_09364_Veselagofocusing.tex,Veselago focusing of anisotropic massless Dirac fermions
1801_07987_calic.tex,Near-lossless $\ell_\infty$-constrained Multi-rate Image Decompression \\ via Deep Neural Network
1801_10456_Kudrolli_PRSA_2018_Arxiv.tex,Tension-dependent transverse buckles and wrinkles in twisted elastic sheets
1801_10477_New-dif-rot-JPP.tex,
1801_03854.tex,Analysis of a Boundary-Domain Integral Equation System for the Mixed Interior Diffusion BVP with Variable Coefficient Based on a New Family of Parametrices
1801_06235_main.tex,Vector-Valued Banach Limits and Vector-Valued Almost Convergence
1801_10246_3.tex,"
          Post-Newtonian effects of Dirac particle in curved spacetime - III :  \\
          the muon g-2 in the Earth's gravity.
"
1801_07501_paper.tex,
1801_07479_B_sel_Double_Freeform.tex,Double freeform illumination design for prescribed wavefronts and irradiances
1801_08809_DGeigenElast.tex,Mixed discontinuous Galerkin approximation of the elasticity eigenproblem 
1801_08001_curvature_from_sn_and_sl.tex,Curvature from strong gravitational lensing: a spatially closed Universe or systematics?
1801_04290_root.tex,"\LARGE\bf The Control Toolbox - An Open-Source C++ Library for Robotics, Optimal and Model Predictive Control
"
1801_06218_limit.tex,INTERSTELLAR COMMUNICATION. VIII. HARD LIMITS ON THE NUMBER OF BITS PER PHOTON
1801_03794_ISIT_2018.tex,Hybrid NOMA-TDMA for Multiple Access Channels with Non-Ideal Batteries and Circuit Cost
1801_08609_eft.tex,First Cosmological Constraint on the\\ Effective Theory of Dark Matter--Proton Interactions
1801_00640_popov_hepro6.tex,"FAST RADIO BURSTS: SUPERPULSARS, MAGNETARS, OR SOMETHING ELSE?  "
1801_02772.tex,Restricted sum formula for finite and symmetric multiple zeta values
1801_00210.tex,A study of elliptic gamma function and allies
1801_09251_KDD2018.tex,Multi-Pointer Co-Attention Networks for Recommendation
1801_09034_MA.tex,\bf Some Issues on the Theory of the Mimic-Computing-Oriented Automata
1801_04648_rGO-proton-PRAppl.tex,Role of Water Molecule in Enhancing the Proton Conductivity on Graphene Oxide at Humidity Condition
1801_05100_sample-sigconf.tex,Plane-Casting: 3D Cursor Control with a SmartPhone
1801_04192_grapheneARX.tex,On the edge energy of graphene
1801_04889_final_release_15.2018.tex,On non-amenable embeddable spaces in relation with free products
1801_06244_rademacher.tex,A short proof of Rademacher's formula for $k$-color partitions
1801_01380.tex,
1801_09424_manuscript.tex,"Brain-to-brain heteroclinic coordination:\\ 
model of sequential episodic memory initiation"
1801_05631_SC_QCP_sim.tex,Phase transition with trivial quantum criticality in anisotropic Weyl semimetal
1801_01634_main.tex,Python Leap Second Management and Implementation of Precise Barycentric Correction (barycorrpy)
1801_08343.tex, Fractional powers of the Hermite operator
1801_03373_arxiv.tex,Data-driven forecasting of solar irradiance
1801_01677_photoproduction.tex,Charmonium Photoproduction in Semi-central Nuclear Collisions at the Large Hadron Collider
1801_00695_HOFI_channels_arxiv_v2.tex,"Hydrodynamic, Optically-Field-Ionized (HOFI) Plasma Channels"
1801_02697_mst_20n.tex,Spread of Infection in Random Geometric Graphs
1801_08738_paper_hr5907_accepted.tex,The magnetosphere of HR5907
1801_09336.tex,Some results on extension of maps and applications
1801_07430_Cache-NOMA_CCNC2018_test_version.tex,Leveraging Edge Caching in NOMA Systems with QoS Requirements
1801_01946_arxive.tex,Ground-state properties of light kaonic nuclei signaling symmetry energy at high densities
1801_03866_plira_v2.tex,
1801_08354_ArXiv_v1.tex,Secure and Privacy-Friendly Local Electricity Trading and Billing in Smart Grid
1801_05806_ms.tex,"\emph{Spitzer} Microlensing Parallax for OGLE-2016-BLG-1067:\\
a sub-Jupiter Orbiting an M-dwarf in the Disk"
1801_06723_apssamp.tex,Influence of a Thermal Bath on The Transport Properties of an Open Molecular Junction
1801_03837_Text.tex,Regularized quasinormal modes for  plasmonic resonators and open cavities
1801_00712_vrpbenchmark.tex,"Multi-Objective Vehicle Routing Problem Applied to Large Scale Post Office Deliveries
%\tnoteref{mytitlenote}
"
1801_07647_main.tex,"Enforcing Programming Guidelines with Region~Types and Effects\thanks{This research is funded by the German Research Foundation
  (DFG) under research grant 250888164 (GuideForce).}
"
1801_07323_p_classification.tex,Machine Learning-based Brokers for Real-time Classification of the LSST Alert Stream
1801_02313_MultispeciesTransitionProbabilitiesv4.tex,Probability distributions of multi--species $q$--TAZRP and ASEP as double cosets of parabolic subgroups
1801_03535_HIG-15-007_temp.tex,"
Measurement of the \texorpdfstring{$\PZ/\gamma^{*} \to \tau\tau$}{Z to tau-tau} cross section in pp collisions at \texorpdfstring{$\sqrt{s} = $ 13\TeV}{sqrt(s) = 13 TeV} and validation of \texorpdfstring{$\tau$}{tau} lepton analysis techniques
"
1801_05368.tex,Hall effect in the presence of rotation
1801_04763_Gravitational_wave_detection_via_weak_measurements.tex,Quantum-Inspired Gravitational-Wave Detector
1801_04559_Asymptotic_Enumeration_Many_Components_2018.tex,\Large Asymptotic Enumeration of Graph Classes with Many Components
1801_06661_Paper_ELVE_Venus_Saturn.tex,"Three-dimensional modeling of lightning-induced electromagnetic pulses on Venus, Jupiter and Saturn"
1801_07497_main_arxiv2.tex,Control of propagating quantum electronic states
1801_03815_chan17spl.tex,Informed Group-Sparse Representation for Singing Voice Separation
1801_01928_main.tex,Tensor Train decomposition on TensorFlow (T3F)
1801_02629_lofar_sfr.tex,
1801_02577_SMRmanuscript-3rd.tex,Quantification of lubrication and particle size distribution effects on tensile strength and stiffness of tablets
1801_08238_Haurwitz_Lecture_Writeup-Final.tex,"\vspace{5em} Bernhard Haurwitz Memorial Lecture (2017): \\ 
       Potential Vorticity Aspects of Tropical Dynamics"
1801_00146_RAA-2017-0235.tex,New Open Cluster Candidates Discovered in the XSTPS-GAC Survey
1801_08569_main.tex,
1801_03320.tex,A Canonical Form for a Symplectic Involution
1801_09688_main.tex,
1801_10344_gut_u1x_axion_rc1.tex,"
Enhanced axion-photon coupling in GUT with hidden photon
"
1801_01607_EdgeModesHorizon.tex,Evanescent Horizon Modes Partnered to Acoustic Hawking Emission
1801_06770.tex,Waring's problem for rational functions in one variable
1801_09631_main_new.tex,Deep-STORM: Super Resolution Single Molecule Microscopy by Deep Learning
1801_03027_PlanckStar.tex,Plank Stars lifetime
1801_02185_chefproceedings.tex,\boldmath Detailed Measurements of Shower Properties in a High Granularity Digital Electromagnetic Calorimeter
1801_09581_emffs_disc.tex,Strange nucleon electromagnetic form factors from lattice QCD
1801_03136_swsc170072Rev1.tex,Numerical simulations of ICME-ICME interactions
1801_10425_conference_071817.tex," 
A Deep Reinforcement Learning Approach for Dynamically Stable Inverse Kinematics of Humanoid Robots\\
{\footnotesize}
\thanks{*Equal contribution}
"
1801_09430_fb-migrant-integration.tex,Studying Migrant Assimilation Through Facebook Interests
1801_04095_PapierIndicesGroupes.tex,Sensitivity indices for independent groups of variables
1801_05109_draft_v19.tex,Dynamics of gap flow interference in a vibrating side-by-side arrangement of two circular cylinders at moderate Reynolds number
1801_01529_CalibICpaperV7arxiv.tex,\bf A novel calibration framework for survival analysis when a binary covariate is measured at sparse time points
1801_03471_Extinction_Revised_MJS.tex,\cbl Rapid calculation of maximum particle lifetime for diffusion in complex geometries \cb
1801_09870_main.tex,Fast Power system security analysis \\ with Guided Dropout
1801_03451_main.tex,Searching for Dual Active Galactic Nuclei
1801_10472_CPS_Reliability_Soft_Computing.tex,Soft Computing Techniques for Dependable Cyber-Physical Systems
1801_09292_ms.tex,"\LARGE\bf Multiple Object Detection, Tracking \\
and Long-Term Dynamics Learning \\ in Large 3D Maps"
1801_03484_main.tex,ONETS: Online Network Slice Broker\\From Theory to Practice
1801_01336_abm_final_version.tex,A family of multigraphs with large palette index
1801_07651_LUX.tex,\textsc{Lux} -- A Laser-Plasma Driven Undulator Beamline
1801_07481_ms.tex,Survey on Emotional Body Gesture Recognition
1801_07492_1_top.tex,Statistically-motivated Second-order Pooling\thanks{This research is funded by the Swiss National Science Foundation.}
1801_09426_paper.tex,Magnetism of a Co monolayer on Pt(111) capped by overlayers of $5d$ elements: a spin-model study
1801_05032_cikm.tex,\emph{AliMe Assist}: An Intelligent Assistant for Creating an Innovative E-commerce Experience
1801_07166_string.tex,Ferromagnetic domain wall as a nonreciprocal string
1801_04387_main.tex,"The Problem of Correlation and \\Substitution in SPARQL\\
{\normalsize\sc ---Extended Version---}"
1801_04741_complex_squirmers.tex,Diffusion of self-propelled particles in complex media
1801_10522_paper_submit.tex,On the chiral expansion of vector meson masses
1801_00833_Kocabas_SDUFBED_v2_arxiv.tex,The Effect of Metal Thickness on Si Wire to Plasmonic Slot Waveguide Mode Conversion
1801_03030_ex_shared.tex,"{\TheTitle}\thanks{Submitted to the editors 2 January 2018.
\funding{This work was supported by the U.S. Department of Energy under Award DE-EE0007657.}}"
1801_03709_DopedtJ_paper_v3.tex,Influence of Magnetism and Correlation \\ on the Spectral Properties of Doped Mott Insulators
1801_02262.tex,
1801_10608.tex,The Universal $C^{*}$-Algebra of $\mathrm{Pol}(\mathrm{Mat}_{n})_{q}$ and its Irreducible $*$-Representations.
1801_07892_arxiv_v1.tex,\vspace{-1cm}Generative Image Inpainting with Contextual Attention
1801_03493_paper.tex,"Focus: Querying Large Video Datasets with Low Latency and Low
  Cost"
1801_06921_Grav_String_Top_LG_GW.tex,
1801_05301_EGNotEfficient.tex,The Efficiency Gap Does Not Satisfy the Efficiency Principle
1801_01215_NGC650.tex,
1801_06757_falacia.tex,La falacia del empate t\'ecnico electoral
1801_08607_paper.tex,Interactive Diversity Optimization of Environments
1801_04976_DiscreteGroupKTheory.tex,Topological K-Theory for Hilbert Scheme Analogs
1801_02916_paper.tex,Denotation Extraction for Interactive Learning in Dialogue Systems
1801_00708_surround_seg.tex,Restricted Deformable Convolution based\\Road Scene Semantic Segmentation\\Using Surround View Cameras
1801_09492_article.tex,Effects of heterogeneity in power-grid network models
1801_06055_main.tex,\plaintitle
1801_09526_main.tex,
1801_09527_Article-arXiv.tex,A Local Approach for Information Transfer
1801_10524_Tropical_optimization_techniques_in_multi-criteria_decision_making_with_Analytical_Hierarchy_Process.tex,"Tropical optimization techniques in multi-criteria decision making with Analytical Hierarchy Process\thanks{UKSim-AMSS 11th European Modelling Symposium on Computer Modelling and Simulation (EMS 2017) / Ed. by D.~Al-Dabass, Z.~Xie, A.~Orsoni, A.~Pantelous. IEEE, 2017. pp.~38-43.}"
1801_01081_Mult.tex,HIGH PERFORMANCE QUANTUM MODULAR MULTIPLIERS
1801_05175_Maximization_of_the_thermoelectric_cooling_of_graded_Peltier_by_analytical_heat_equation_resolution.tex,Maximization of the thermoelectric cooling of graded Peltier by analytical heat equation resolution.
1801_10049_gsi_final_draft.tex,X-ray phase-contrast imaging for laser-induced shock waves
1801_03275_paper.tex,Skyrmion states in thin confined polygonal nanostructures
1801_06043_OptimalExam_Arxiv_1.tex,Optimal Weighting for Exam Composition
1801_01795.tex,Sparse highly connected spanning subgraphs in dense directed graphs
1801_01311_Mancuso_etal_2018.tex.tex,Long-term evolution of the heliospheric magnetic field \\ inferred from cosmogenic \ti\ activity in meteorites
1801_05824_main.tex,All-fiber all-normal-dispersion femtosecond laser with nonlinear multimodal interference based saturable absorber
1801_05363_Article-arXiv.tex,Non Intrusive Load Monitoring in Chaotic Switching Networks
1801_02645_finetune_arxiv_version1.tex,Personalizing deep learning models for automatic sleep staging
1801_03175_main.tex,Precision and Recall for Range-Based Anomaly Detection
1801_08926_main.tex,Deflecting Adversarial Attacks with Pixel Deflection
1801_03793_main.tex,Ultra-long \texorpdfstring{T\textsubscript{2}\textsuperscript{*}}{T2*} in Solid-State Spin Ensembles via Quantum Control
1801_06407_size.tex,Size vs. structure in training corpora \\for word embedding models: \\Araneum Russicum Maximum \\and Russian National Corpus
1801_05096_main.tex,Physically Situated Language Understanding for \\Object Manipulation Dialogues
1801_09522_bare_conf.tex,Multichannel Sound Event Detection \\Using 3D Convolutional Neural Networks \\for Learning Inter-channel Features
1801_10518_paper_v4.tex,"How Can We Induce More Women to Competitions? \ \\
On the Role of Prosocial Incentives\footnote{We are grateful to our advisors Hidehiko Ichimura and Yasuyuki Sawada for continuous guidance and financial support. We would like to thank Daiji Kawaguchi, Ayako Kondo, Hideo Owan, Katsunori Yamada, and participants of Tokyo Labor Economics Workshop and the seminars at University of Tokyo, Yokohama National University and Rissho University for helpful comments and discussions. All remaining errors are attributable to the authors. }"
1801_09480.tex,
1801_06700_main.tex,The Octopus Approach to the Alexa Competition: \\ A Deep Ensemble-based Socialbot
1801_02167_THINC_LS.tex,Coupled THINC and level set method: a conservative interface capturing scheme with arbitrary-order surface representations
1801_05098_p1-003.tex,"IAU WG, Data-driven Astronomy Education and Public Outreach, current status and working plans"
1801_01410_ms.tex,"Origin of the Prompt Emission for Short GRB170817A: Photosphere
Emission or Synchrotron Emission?"
1801_03532_main.tex,Charge ordering and non-local correlations in the doped extended Hubbard model
1801_03859_main.tex,Oink: an Implementation and Evaluation of Modern Parity Game Solvers
1801_09774_main.tex,On Psychoacoustically Weighted Cost Functions Towards Resource-Efficient Deep Neural Networks for Speech Denoising
1801_06882.tex,Generalized Laminar Matroids
1801_07048_dh.tex,
1801_01155_paper.tex,A Voxel-based Rendering Pipeline for\\ Large 3D Line Sets
1801_09049_Arxiv_Submission_20180126.tex,
1801_08660_main.tex,Context Models for OOV Word Translation in Low-Resource Languages
1801_08312_PhL_250514_preprint.tex,Weak compactness techniques and coagulation equations
1801_03266_Dimensionserweiterung.tex,Improved Time of Arrival measurement model for non-convex optimization
1801_06075_ms.tex,Detection of the Characteristic Pion-Decay Signature in the Molecular Clouds
1801_02984_COHM.tex,
1801_02943_paper_ra.tex,"Impact of electron-electron Coulomb interaction on the high harmonic
generation process in graphene"
1801_05407_main.tex,"\LARGE\bf Deep Canonically Correlated LSTMs
"
1801_05746_vgg11unet.tex,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
1801_05771_paper-final-arXiv.tex,Propagation velocity of slip front and emergence of macroscopic static friction in the system with vanishing local static friction
1801_00282_manuscript.tex,Using Deep Neural Network Approximate Bayesian Network
1801_01961_elsarticle-template-harv.tex,
1801_06431.tex,
1801_09179.tex,Hindman-like theorems with uncountably many colours and finite monochromatic sets
1801_00875_20180102_surface_spectrum.tex,On the growth of the number of totally geodesic surfaces in some hyperbolic $3$-manifolds
1801_10544_Main_Enem.tex,Assessing student's achievement gap between ethnic groups in Brazil
1801_04201_main.tex,A Probabilistic Approach to the Drag-Based Model
1801_02711_n4258.tex,"A Near-Infrared Period-Luminosity Relation for Miras in NGC 4258, An Anchor for a New Distance Ladder"
1801_10059_finetuning.tex,Is The Universal Matter - Antimatter Asymmetry Fine Tuned?
1801_09126_MLB-draft-1_26_18.tex,Graphic displays of MLB pitching mechanics and its evolutions in PITCHf/x data.
1801_03249_paper.tex,
1801_02569_HybridEntanglement.tex,Unconditional steady-state entanglement in \\macroscopic hybrid systems by coherent noise cancellation
1801_03088_BCAL_nim.tex,Construction and Performance\\ of the Barrel Electromagnetic Calorimeter\\ for the GlueX Experiment\tnoteref{t1}
1801_07901_s2s1.tex,From Phase Space to Integrable Representations and Level-Rank Duality
1801_00953.tex,Admissibility and the $C_2$ Spider 
1801_05792.tex,
1801_08114_main.tex,Depending on Session-Typed Processes
1801_00626_Ionic-TM.tex,Dielectric Investigation of Irradiated (TMTTF)$_2$X Fabre-Salts
1801_07555_main.tex,Shake-n-Shack: Enabling Secure Data Exchange Between Smart Wearables via Handshakes
1801_01980_multipath_stream.tex,"Optimized Preference-Aware Multi-path Video Streaming with
Scalable Video Coding "
1801_01015_ms.tex,An Accurate Centroiding Algorithm for PSF Reconstruction
1801_03761_cyclotomic-Mackey.tex,
1801_03446_SpinDynamics.tex,Spin dynamics and Andreev-Bashkin effect in mixtures of one-dimensional Bose gases
1801_06613_xample.tex,Building an Ellipsis-aware Chinese Dependency Treebank for Web Text
1801_07504_IBMIRFIA.tex,"Incidence bicomodules, Möbius inversion, and a Rota formula for infinity adjunctions"
1801_06928_egpaper_for_review.tex,Edge-Preserving Piecewise Linear Image Smoothing Using Piecewise Constant Filters
1801_03683_main.tex,Efficient first-principles calculation of phonon assisted photocurrent in large-scale solar cell devices
1801_05544_nips_2017.tex,NELS - Never-Ending Learner of Sounds
1801_02501_bound-muon-g.tex,Access to improve the muon mass and magnetic moment anomaly via the bound-muon $g$ factor
1801_00490.tex,
1801_08943_paper.tex,
1801_06122_arxiv.tex,Anatomy of an online misinformation network
1801_10352_RMP_EE.tex,Entanglement entropy: holography and renormalization group
1801_08511_MAE-Heusler-arxiv.tex,Heusler compounds -- how to tune the magnetocrystalline anisotropy
1801_01955_Re24Ti5_v10.tex,Non-centrosymmetric superconductor Re$_{24}$Ti$_{5}$ breaks time-reversal symmetry
1801_06158_Pazzona_jan_2018.tex,Local free energy approximations for the coarse-graining of adsorption phenomena
1801_06790_wacv2018.tex,Decoupled Learning for Conditional Adversarial Networks
1801_00430_YY_MK_RE.tex,Detailed analysis of dynamic evolution of three Active Regions before flare and CME occurrence at the photospheric level 
1801_08466_arxiv_v1.tex,Halo-independent comparison of direct detection experiments in the effective theory of dark matter-nucleon interactions
1801_09463_DQPT_SB.tex,Dynamical Quantum Phase Transitions in Extended Transverse Ising Models
1801_05893_trentosurvey12-06.tex,
1801_00673_BasisRemoval-V0.tex,"\bf CutIGA with Basis Function Removal \thanks{This research was supported in part by the Swedish Foundation for Strategic Research Grant No.\ AM13-0029, the Swedish Research Council Grants Nos.\  2013-4708, 2017-03911, and the Swedish Research Programme Essence}"
1801_04034_DimKup20171220.tex,Hausdorff dimension of Kuperberg minimal sets
1801_01518_main.tex,
1801_10541_HD147379_v1.tex,An improved quantification of HD 147379 b
