old_file,abstract
1801_02665_Symbolic_relative_entropy_in_equalities-involved_heartbeats.tex," Symbolic relative entropy, an efficient nonlinear complexity parameter measuring probabilistic divergences of symbolic sequences, is proposed in our nonlinear dynamics analysis of heart rates considering equal states. Equalities are not rare in discrete heartbeats because of the limits of resolution of signals collection, and more importantly equal states contain underlying important cardiac regulation information which is neglected by some chaotic deterministic parameters and temporal asymmetric measurements. The relative entropy of symbolization associated with equal states has satisfied nonlinear dynamics complexity detections in heartbeats and shows advantages to some nonlinear dynamics parameters without considering equalities. Researches on cardiac activities suggest the highest probabilistic divergence of the healthy young heart rates and highlight the facts that heart diseases and aging reduce the nonlinear dynamical complexity of heart rates. "
1801_03844_main.tex,"  In this paper, we explore the usage of Word Embedding semantic resources for Information Retrieval (IR) task. This embedding, produced by a shallow neural network, have been shown to catch semantic similarities between words article6 . Hence, our goal is to enhance IR Language Models by addressing the term mismatch problem. To do so, we applied the model presented in the paper Integrating and Evaluating Neural Word Embedding in Information Retrieval by article2 that proposes to estimate the translation probability of a Translation Language Model using the cosine similarity between Word Embedding. The results we obtained so far did not show a statistically significant improvement compared to classical Language Model.   Information Retrieval, Language Model , Word Embedding "
1801_09964_paper-v2.tex," 1cm Due to the absence of well-defined concepts of time and energy in background independent systems, formulating statistical equilibrium in such settings remains an open issue. Even more so in the full quantum gravity context, not based on any of the usual spacetime notions but on non-spatiotemporal degrees of freedom. In this paper, after having clarified different general notions of statistical equilibrium, on which different construction procedures can be based, we focus on the group field theory formalism for quantum gravity, whose technical features prove advantageous to the task. We use the operatorial formulation of group field theory to define its statistical mechanical framework, and, based on this, we construct three concrete examples of Gibbs states. The first is a Gibbs state with respect to a geometric volume operator, which is shown to support condensation to a low-spin phase. This state is not based on a pre-defined flow and its construction is via Jaynes' entropy maximisation principle. The second are Gibbs states encoding structural equilibrium with respect to internal translations on the GFT base manifold, and defined via the KMS condition. The third are Gibbs states encoding relational equilibrium with respect to a clock Hamiltonian, obtained by deparametrization with respect to coupled scalar matter fields. "
1801_09094_DDM_layered_7.tex,"  We develop a non-overlapping domain decomposition method (DDM) for the solution of quasi-periodic scalar transmission problems in layered media. Our approach relies on robust boundary-integral equation formulations of Robin-to-Robin (RtR) maps throughout the frequency spectrum, including at Wood, or cutoff, frequencies.  We overcome the obstacle of non-convergent quasi-periodic Green functions at these frequencies by incorporating newly introduced shifted quasi-periodic Green functions. Using the latter in the definition of our quasi-periodic boundary-integral operators leads to rigorously stable computations of RtR operators. We develop Nystr \""om discretizations of the RtR maps that rely on trigonometric interpolation, singularity resolution, and fast convergent windowed quasi-periodic Green functions. We solve the tridiagonal DDM system via recursive Schur complements and we establish rigorously that this procedure is always completed successfully. We present a variety of numerical results concerning Wood frequencies in two and three dimensions as well as large numbers of layers.  % \newline   Keywords : Helmholtz transmission problem, domain decomposition, periodic layered media, lattice sum.\\    AMS subject classifications :  65N38, 35J05, 65T40,65F08 "
1801_02969_Iterative_Learning_Economic_MPC_1-column_.tex," 		An iterative learning based economic model predictive controller (ILEMPC) is proposed for repetitive tasks in this paper. Compared with existing works, the initial feasible trajectory of the proposed ILEMPC is not restricted to be convergent to an equilibrium so it can handle various types of control objectives: stabilization, tracking a periodic trajectory and even pure economic optimization. The controller can learn from the previous closed-loop trajectory, resulting in a performance which is guaranteed to be no worse than the previous one. Under some standard assumptions in model predictive control, we show that recursive feasibility is ensured. Furthermore, for stabilization problem, the convergence of each learned trajectory and the learning process are established provided the initial trajectory is convergent. Numerical examples show that the proposed control strategy works well for different types of control tasks and systems. 		 	"
1801_07000_ImprovingPFforHDproblemsUsingArtificialProcessNoise.tex,"         		The particle filter is one of the most successful methods for state inference and identification of general non-linear and non-Gaussian models. However, standard particle filters suffer from degeneracy of the particle weights for high-dimensional problems. We propose a method for improving the performance of the particle filter for certain challenging state space models, with implications for high-dimensional inference. First we approximate the model by adding artificial process noise in an additional state update, then we design a proposal that combines the standard and the locally optimal proposal. This results in a bias-variance trade-off, where adding more noise reduces the variance of the estimate but increases the model bias. The performance of the proposed method is evaluated on a linear Gaussian state space model and on the non-linear Lorenz'96 model. For both models we observe a significant improvement in performance over the standard particle filter. 	"
1801_07756_main.tex," In recent years, the use of deep learning algorithms has become increasingly more prominent. Within the field of electromyography-based gesture recognition however, deep learning algorithms are seldom employed. This is due in part to the large quantity of data required for the network to train on. The data sparsity arises from the fact that it would take an unreasonable amount of time for a single person to generate tens of thousands of examples for training such algorithms. In this paper, two datasets are recorded with the Myo Armband (Thalmic Labs), a low-cost, low-sampling rate (200 Hz ), 8-channel, consumer-grade, dry electrode sEMG armband. These datasets, referred to as the pre-training and evaluation dataset, are comprised of 19 and 17 able-bodied participants respectively. A convolutional network (ConvNet) is augmented with transfer learning techniques to leverage inter-user data from the first dataset, alleviating the burden imposed on a single individual to generate a vast quantity of training data for sEMG-based gesture recognition. This transfer learning scheme is shown to outperform the current state-of-the-art in gesture recognition achieving an average accuracy of 98.31 \% for 7 hand/wrist gestures over 17 able-bodied participants. Finally, a use-case study of eight able-bodied participants is presented to evaluate the impact of feedback on the degradation accuracy normally experienced from a classifier over time.  "
1801_01269_manuscript.tex," When two planar atomic membranes are placed within the van der Waals distance, the charge and heat transport across the interface are coupled by the rules of momentum conservation and structural commensurability, lead to outstanding thermoelectric properties. Here we show that an effective 'inter-layer phonon drag' determines the Seebeck coefficient ( $S$ ) across the van der Waals gap formed in twisted bilayer graphene (tBLG). The cross-plane thermovoltage which is nonmonotonic in both temperature and density, is generated through scattering of electrons by the out-of-plane layer breathing (ZO $^{'}$ /ZA $_{2}$ ) phonon modes and differs dramatically from the expected Landauer-Buttiker formalism in conventional tunnel junctions. The Tunability of cross-plane seebeck effect in van der Waals junctions may be valuable in creating a new genre of versatile thermoelectric systems with layered solids "
1801_04448_main.tex," Recently, it was shown both theoretically and experimentally that certain three-dimensional (3D) materials have Dirac points in the Brillouin zone, thus being 3D analogs of graphene. Moreover, it was suggested that under specific conditions a pair of adatoms placed inside a three-dimensional Dirac semimetal may lead to the formation of an unusual antibonding state. However, in any realistic system vibrational degrees of freedom play an important role. In this work we address the influence of phonons on characteristic features of (anti)bonding state, and discuss how these results can be tested experimentally via local probing, namely inelastic electron tunneling spectroscopy that is known to be linked to $d^2I/dV^2$ curve obtained in STM measurements. "
1801_01040_main-submit.tex,"\abstract{ Interplanetary (IP) shocks are known to be accelerators of energetic charged particles observed in-situ in the heliosphere. However, the acceleration of near-relativistic electrons by shocks in the interplanetary medium is often questioned. On 9 August 2011 a Corotating Interaction Region (CIR) passed STEREO B (STB) that resulted in a flux increase in the electron and ion channels of the Solar Electron and Proton Telescope (SEPT). Because electron measurements in the few~keV to several 100~keV range rely on the so-called magnet foil technique, which is utilized by SEPT, ions can contribute to the electron channels.}"
1801_07430_Cache-NOMA_CCNC2018_test_version.tex," 	Non-Orthogonal Multiple Access (NOMA) and caching are two proposed approaches to increase the capacity of future 5G wireless systems. Typically in NOMA systems, signals at the receiver are decoded using successive interference cancellation in order to achieve capacity in multi-user systems. The leveraging of caching in the physical layer to further improve on the benefits of NOMA is investigated, which is termed cache-aided NOMA. Specific attention is given to the caching cases where the users with weaker channel conditions possess a cache of the information requested by a user with a stronger channel condition. The probability that any of the users is in outage for any of the rates required for this NOMA system, defined as the ""union-outage,"" is derived for the case of fixed-power allocation, and the power allocation strategy that minimizes the union-outage probability is derived. Simulation results confirm the analytical results, which demonstrate the benefits of cache-aided NOMA on reducing the union-outages probability.   "
1801_01928_main.tex," Tensor Train decomposition is used across many branches of machine learning, but until now it lacked an implementation with GPU support, batch processing, automatic differentiation, and versatile functionality for Riemannian optimization framework, which takes in account the underlying manifold structure in order to construct efficient optimization methods. In this work, we propose a library that aims to fix it and makes machine learning papers that rely on Tensor Train decomposition easier to implement. The library includes $92\%$ test coverage, examples, and API reference documentation. "
1801_09870_main.tex," We propose a new method to efficiently compute load-flows (the steady-state of the power-grid for given productions, consumptions and grid topology), substituting conventional simulators based on differential equation solvers. We use a deep feed-forward neural network trained with load-flows precomputed by simulation. Our architecture permits to train a network on so-called ``n-1'' problems, in which load flows are evaluated for every possible line disconnection, then generalize to ``n-2'' problems without re-training (a clear advantage because of the combinatorial nature of the problem). To that end, we developed a technique bearing similarity with ``dropout'', which we named ``guided dropout''. "
1801_09774_main.tex," We present a psychoacoustically enhanced cost function to balance network complexity and perceptual performance of deep neural networks for speech denoising. While training the network, we utilize perceptual weights added to the ordinary mean-squared error to emphasize contribution from frequency bins which are most audible while ignoring error from inaudible bins. To generate the weights, we employ psychoacoustic models to compute the global masking threshold from the clean speech spectra. We then evaluate the speech denoising performance of our perceptually guided neural network by using both objective and perceptual sound quality metrics, testing on various network structures ranging from shallow and narrow ones to deep and wide ones. The experimental results showcase our method as a valid approach for infusing perceptual significance to deep neural network operations. In particular, the more perceptually sensible enhancement in performance seen by simple neural network topologies proves that the proposed method can lead to resource-efficient speech denoising implementations in small devices without degrading the perceived signal fidelity. "
1801_09179.tex," A particular case of the Hindman--Galvin--Glazer theorem states that, for every partition of an infinite abelian group $G$ into two cells, there will be an infinite $X\subseteq G$ such that the set of its finite sums $x_1+\cdots+x_n \mid n\in\mathbb N\wedge x_1,\ldots,x_n\in X\text{ are distinct\}$ is monochromatic. It is known that the same statement is false, in a very strong sense, if one attempts to obtain an uncountable (rather than just infinite) $X$ . On the other hand, a recent result of Komj \'ath states that, for partitions into uncountably many cells, it is possible to obtain monochromatic sets of the form $\fs(X)$ , for $X$ of some prescribed finite size, when working with sufficiently large Boolean groups. In this paper, we provide a generalization of Komj \'ath's result, and we show that, in a sense, this generalization is the strongest possible. "
1801_01024_NA4_versao_7.tex," We study solutions for the Klein--Gordon equation with vector and scalar potentials of the Coulomb types under the influence of non-inertial effects in the space-time of topological defects. We also investigate a quantum particle described by the Klein--Gordon oscillator in the background space-time generated by a string. An important result obtained is that the non-inertial effects restrict the physical region of the space-time where the particle can be placed. In addition, we show that these potentials can form bound states for the relativistic wave equation equation in this kind of background. "
1801_07753_aanda.tex,{}{}{}{}
1801_02635_paper_draft.tex," We present the first rest-frame UV population study of 17 heavily reddened, high-luminosity (E(B-V) $_{QSO}\gtrsim$ 0.5; L $_{bol}>$ 10 $^{46}$ ergs $^{-1}$ ) broad-line quasars at $1.5 < z < 2.7$ . We combine the first year of deep, optical, ground-based observations from the Dark Energy Survey (DES) with the near infrared VISTA Hemisphere Survey (VHS) and UKIDSS Large Area Survey (ULAS) data, from which the reddened quasars were initially identified. We demonstrate that the significant dust reddening towards the quasar in our sample allows host galaxy emission to be detected at the rest-frame UV wavelengths probed by the DES photometry. By exploiting this reddening effect, we disentangle the quasar emission from that of the host galaxy via spectral energy distribution (SED) fitting. We find evidence for a relatively unobscured, star-forming host galaxy in at least ten quasars, with a further three quasars exhibiting emission consistent with either star formation or scattered light. From the rest-frame UV emission, we derive instantaneous, dust-corrected star formation rates (SFRs) in the range 25 < SFR $_{UV}$ < 365 M $_{\odot}$ yr $^{-1}$ , with an average SFR $_{UV}$ = 130 $\pm$ 95 M $_{\odot}$ yr $^{-1}$ . We find a broad correlation between SFR $_{UV}$ and the bolometric quasar luminosity. Overall, our results show evidence for coeval star formation and black hole accretion occurring in luminous, reddened quasars at the peak epoch of galaxy formation.   "
1801_08203_Complete_Classification_of_Discrete_specializations_of_the_Burau_representation_of_B3.tex," This classification is found by analyzing the action of a normal subgroup of $B_3$ as hyperbolic isometries. This paper gives an example of an unfaithful specialization of the Burau representation on $B_4$ that is faithful when restricted to $B_3$ , as well as examples of unfaithful specializations of $B_3$ . "
1801_06152_BRITEproceedingsMMunoz.tex," All known Galactic Of?p stars have been shown to host strong, organized, magnetic fields. Recently, five Of?p stars have been discovered in the Magellanic Clouds. They posses photometric Naze and spectroscopic Walborn variability compatible with the Oblique Rotator Model (ORM). However, their magnetic fields have yet to be directly detected. We have developed an algorithm allowing for the synthesis of photometric observables based on the Analytic Dynamical Magnetosphere (ADM) model of Owocki . We apply our model to OGLE photometry in order to constrain their magnetic geometries and and surface dipole strengths. We predict that the field strengths for some of these candidate extra-Galactic magnetic stars may be within the detection limits of the FORS2 instrument. "
1801_01837_ms.tex," We present high-precision timing data over timespans of up to 11 years for 45 millisecond pulsars observed as part of the North American Nanohertz Observatory for Gravitational Waves (NANOGrav) project, aimed at detecting and characterizing low-frequency gravitational waves. The pulsars were observed with the Arecibo Observatory and/or the Green Bank Telescope at frequencies ranging from 327 MHz to 2.3 GHz. Most pulsars were observed with approximately monthly cadence, with six high--timing-precision pulsars observed weekly, and all were observed at widely separated frequencies at each observing epoch in order to fit for time-variable dispersion delays. We describe our methods for data processing, time-of-arrival (TOA) calculation, and the implementation of a new, automated method for removing outlier TOAs. We fit a timing model for each pulsar which includes spin, astrometric, and, if necessary, binary parameters, in addition to time-variable dispersion delays and parameters that quantify pulse-profile evolution with frequency. The new timing solutions provide three new parallax measurements, two new Shapiro-delay measurements, and two new measurements of large orbital-period variations. We fit models that characterize sources of noise for each pulsar. We find that 11 pulsars show significant red noise, with generally smaller spectral indices than typically measured for non-recycled pulsars, possibly suggesting a different origin. Future papers will use these data to constrain or detect the signatures of gravitational-wave signals.  "
1801_04916_ms.tex," This paper is a follow-up work about the artificial ecosystem model: number soup (Liu and Sumpter, J. Royal Soc. Interface , 2017). It elaborates more details about this model and points out future directions. "
1801_05281_search-high-z_15jan.tex," Ultra-steep spectrum (USS) radio sources are good tracers of powerful radio galaxies at $z > 2$ . Identification of even a single bright radio galaxy at $z > 6$ can be used to detect redshifted 21cm absorption due to neutral hydrogen in the intervening IGM. Here we describe a new sample of high-redshift radio galaxy (HzRG) candidates constructed from the TGSS ADR1 survey at 150 MHz. We employ USS selection ( $\alpha \le -1.3$ ) in $\sim10000$ square degrees, in combination with strict size selection and non-detections in all-sky optical and infrared surveys. We apply flux density cuts that probe a unique parameter space in flux density ( $50 < S_{150} < 200$ mJy) to build a sample of 32 HzRG candidates. Follow-up Karl G. Jansky Very Large Array (VLA) observations at 1.4 GHz with an average beam size of $1.3$ arcseconds ( $''$ ) revealed $\sim 48\%$ of sources to have a single radio component. P-band (370 MHz) imaging of 17 of these sources revealed a flattening radio SED for ten sources at low frequencies, which is expected from compact HzRGs. Two of our sources lie in fields where deeper multi-wavelength photometry and ancillary radio data are available and for one of these we find a best-fit photo-z of $4.8 \pm 2.0$ . The other source has $z_{phot}=1.4 \pm 0.1$ and a small angular size ( $3.7''$ ), which could be associated with an obscured star forming galaxy or with a `dead' elliptical. One USS radio source not part of the HzRG sample but observed with the VLA nonetheless is revealed to be a candidate giant radio galaxy with a host galaxy photo-z of $1.8\pm0.5$ , indicating a size of 875 kpc. "
1801_08638.tex," We study representations of the meromorphic open-string vertex algebra (MOSVAs hereafter) defined in H-MOSVA , a noncommutative generalization of vertex (operator) algebra. We start by recalling the definition of a MOSVA $V$ and left $V$ -modules in H-MOSVA . Then we define right $V$ -modules and $V$ -bimodules that reflect the noncommutative nature of $V$ . When $V$ satisfies a condition on the order of poles of the correlation function (which we call pole-order condition), we prove that the rationality of products of two vertex operators implies the rationality of products of any numbers of vertex operators. Also, the rationality of iterates of any numbers of vertex operators is established, and is used to construct the opposite MOSVA $V^{op}$ of $V$ . It is proved here that right (resp. left) $V$ -modules are equivalent to left (resp. right) $V^{op}$ -modules. Using this equivalence, we prove that if $V$ and a grading-restricted left $V$ -module $W$ is endowed with a M \""obius structure, then the graded dual $W'$ of $W$ is a right $V$ -module. This proof is the only place in this paper that needs the grading-restriction condition. Also, this result is generalized to not-grading-restricted modules under a strong pole-order condition that is satisfied by all existing examples of MOSVAs and modules. "
1801_07058_poincare.tex," We propose a general strategy to derive null-homotopy operators for differential complexes based on the Bernstein-Gelfand-Gelfand (BGG) construction and properties of the de Rham complex. Focusing on the elasticity complex, we derive path integral operators $P$ for elasticity satisfying $DP+PD=id$ and $P^{2}=0$ , where the differential operators $D$ correspond to the linearized deformation, the linearized curvature and the divergence, respectively. As a special case, we rederive the classical Ces a ro-Volterra path integral for strain tensors satisfying the Saint Venant compatibility condition, using the path integral for scalar potentials and techniques from homological algebra. The known path-independence of the Ces a ro-Volterra path integral can thus be seen as a result of the corresponding property of differential 1-forms.  {In general we derive path integral formulas in the presence of defects.} "
1801_07887_paper.tex," When using active learning, smaller batch sizes are typically more efficient from a learning efficiency perspective. However, in practice due to speed and human annotator considerations, the use of larger batch sizes is necessary. While past work has shown that larger batch sizes decrease learning efficiency from a learning curve perspective, it remains an open question how batch size impacts methods for stopping active learning. We find that large batch sizes degrade the performance of a leading stopping method over and above the degradation that results from reduced learning efficiency. We analyze this degradation and find that it can be mitigated by changing the window size parameter of how many past iterations of learning are taken into account when making the stopping decision. We find that when using larger batch sizes, stopping methods are more effective when smaller window sizes are used. "
1801_01394_TrexTheory.tex," The TREX is a recently introduced approach to sparse linear regression. In contrast to most well-known approaches to penalized regression, the TREX can be formulated without the use of tuning parameters.  %Recent work has shown that the TREX can be efficiently computed despite being based on a non-convex optimization problem. In this paper, we establish the first known prediction error bounds for the TREX. Additionally, we introduce extensions of the TREX to a more general class of penalties, and we provide a bound on the prediction error in this generalized setting. These results deepen the understanding of TREX from a theoretical perspective and provide new insights into penalized regression in general. TREX \and high-dimensional regression \and tuning parameters \and oracle inequalities  62J07 "
1801_08553_NPDDE_v9.tex," We explore cosmological constraints on the sum of the three active neutrino masses $\mnu$ in the context of dynamical dark energy (DDE) models with equation of state (EoS) parametrized as a function of redshift $z$ by  $w(z)=w_0+w_a\,z/(1+z)$ , and satisfying $w(z)\geq-1$ for all $z$ . We make use of Cosmic Microwave Background data from the Planck satellite, Baryon Acoustic Oscillations measurements, and Supernovae Ia luminosity distance measurements, and perform a Bayesian analysis. We show that, within these models, the bounds on $\mnu$  do not degrade with respect to those obtained in the $\lcdm$ case; in fact the bounds are slightly tighter, despite the enlarged parameter space. We explain our results based on the observation that, for fixed choices of $w_0\,,w_a$ such that $w(z)\geq-1$ (but not $w=-1$ for all $z$ ), the upper limit on $\mnu$ is tighter than the $\lcdm$ limit because of the well-known degeneracy between $w$ and $M_{\nu}$ . The Bayesian analysis we have carried out then integrates over the possible values of $w_0$ - $w_a$ such that $w(z)\geq-1$ , all of which correspond to tighter limits on $M_\nu$ than the $\lcdm$ limit. We find a 95 \% confidence level (C.L.) upper bound of $\mnu<0.13\,\eV$ . This bound can be compared with $\mnu<0.16\,\eV$ at 95 \%~C.L., obtained within the $\lcdm$ model, and $\mnu<0.41\,\eV$ at 95 \%~C.L., obtained in a DDE model with arbitrary EoS (which allows values of $w < -1$ ). Contrary to the results derived for DDE models with arbitrary EoS, we find that a dark energy component with $w(z)\geq-1$ is unable to alleviate the tension between high-redshift observables and direct measurements of the Hubble constant $H_0$ . Finally, in light of the results of this analysis, we also discuss the implications for DDE models of a possible determination of the neutrino mass hierarchy by laboratory searches. "
